x_m,y_m,w_tr_right_m,w_tr_left_m
-8.712836,5.335623,0.938814,0.943475
-8.812717,5.340308,0.934132,0.943623
-8.912585,5.345301,0.937821,0.947027
-9.012534,5.348112,0.951720,0.953316
-9.112384,5.353444,0.956005,0.939131
-9.212256,5.358340,0.967955,0.935043
-9.312056,5.364498,0.972363,0.940676
-9.411530,5.374661,0.982979,0.954615
-9.510983,5.385030,0.989026,0.978822
-9.610629,5.393300,0.983234,1.010410
-9.710534,5.397136,0.991737,1.046570
-9.810504,5.395648,1.003428,1.085987
-9.910079,5.386945,1.012134,1.126504
-10.008256,5.368277,1.030830,1.160059
-10.103407,5.337805,1.061395,1.187389
-10.193157,5.293960,1.105497,1.208625
-10.274488,5.236003,1.163861,1.221666
-10.344566,5.164857,1.146698,1.225517
-10.402763,5.083671,1.101521,1.221945
-10.448932,4.995058,1.060018,1.212389
-10.483149,4.901171,1.031032,1.197974
-10.508216,4.804401,1.020668,1.182219
-10.526250,4.706067,1.027225,1.167600
-10.538858,4.606882,1.028844,1.149953
-10.547177,4.507242,1.037681,1.131155
-10.552673,4.407402,1.032189,1.109607
-10.555732,4.307457,1.038272,1.074827
-10.560891,4.207606,1.048970,1.049464
-10.565596,4.107728,1.044268,1.032743
-10.571070,4.007887,1.039286,1.020110
-10.577881,3.908129,1.042568,1.006363
-10.584661,3.808367,1.049813,1.002419
-10.590985,3.708577,1.044944,1.007967
-10.597919,3.608825,1.049012,1.014887
-10.602578,3.508947,1.056607,1.028505
-10.602506,3.408970,1.059086,1.046917
-10.595861,3.309222,1.076118,1.067134
-10.581725,3.210263,1.101868,1.081351
-10.560985,3.112474,1.123045,1.089839
-10.531200,3.017069,1.152902,1.097774
-10.491141,2.925525,1.194811,1.103812
-10.442538,2.838182,1.200003,1.107285
-10.385110,2.756391,1.128651,1.103002
-10.317921,2.682452,1.072057,1.094482
-10.241701,2.617822,1.033980,1.075419
-10.159914,2.560349,1.013307,1.055591
-10.074531,2.508325,1.003017,1.030077
-9.987595,2.458924,1.002271,1.010799
-9.900045,2.410617,1.012699,0.999931
-9.812458,2.362377,1.010634,0.990801
-9.725956,2.312233,1.007263,0.992589
-9.641852,2.258175,1.001201,1.008884
-9.562753,2.197099,0.995278,1.042008
-9.493580,2.125056,0.984573,1.089181
-9.437150,2.042632,0.967516,1.087644
-9.391648,1.953637,0.947884,1.097684
-9.353003,1.861433,0.930993,1.114369
-9.317895,1.767809,0.920852,1.142485
-9.282986,1.674109,0.921301,1.171817
-9.245657,1.581358,0.926965,1.205399
-9.202327,1.491266,0.947873,1.238584
-9.151396,1.405264,0.986529,1.264725
-9.089373,1.327003,1.044583,1.285148
-9.014109,1.261391,1.121133,1.295029
-8.929045,1.208982,1.185542,1.290678
-8.838164,1.167459,1.144967,1.279912
-8.742939,1.137068,1.123531,1.259453
-8.645466,1.114887,1.116661,1.229345
-8.546667,1.099590,1.102275,1.199951
-8.447167,1.089764,1.102364,1.172930
-8.347353,1.083872,1.110370,1.150076
-8.247424,1.080303,1.108562,1.126779
-8.147467,1.077707,1.116715,1.109532
-8.047517,1.074817,1.126072,1.101423
-7.947649,1.069944,1.121200,1.090941
-7.847799,1.064611,1.118558,1.086039
-7.747964,1.058997,1.124554,1.090604
-7.648123,1.053534,1.129654,1.096061
-7.548257,1.048545,1.128249,1.085955
-7.448297,1.045988,1.138093,1.079150
-7.348372,1.042344,1.147865,1.082671
-7.248444,1.038757,1.151242,1.069487
-7.148520,1.035120,1.160925,1.064590
-7.048631,1.030565,1.161997,1.069144
-6.948695,1.027309,1.172592,1.073227
-6.848737,1.024636,1.175924,1.076824
-6.748823,1.020802,1.178215,1.090703
-6.648946,1.016002,1.187985,1.089595
-6.549022,1.012315,1.207079,1.086799
-6.449084,1.009026,1.210870,1.090088
-6.349192,1.004532,1.206380,1.094582
-6.249281,1.000524,1.210078,1.098591
-6.149376,0.996424,1.221884,1.102690
-6.049626,0.989478,1.216445,1.109639
-5.949972,0.981273,1.208524,1.117849
-5.850303,0.973243,1.209026,1.125882
-5.750771,0.963667,1.215305,1.137931
-5.651354,0.952967,1.205673,1.159611
-5.551852,0.943078,1.205110,1.188559
-5.452727,0.929984,1.206388,1.223042
-5.353724,0.915968,1.194161,1.256089
-5.254820,0.901266,1.189544,1.296650
-5.156206,0.884719,1.185979,1.326647
-5.057748,0.867267,1.168556,1.316886
-4.959373,0.849367,1.152974,1.307503
-4.861187,0.830441,1.144894,1.299187
-4.762835,0.812405,1.138603,1.290002
-4.664182,0.796104,1.122322,1.279099
-4.565346,0.780943,1.107180,1.269821
-4.466421,0.766373,1.092628,1.263077
-4.367242,0.753666,1.079935,1.259657
-4.267797,0.743230,1.069510,1.250281
-4.168168,0.734751,1.063768,1.231706
-4.068362,0.728668,1.069795,1.210795
-3.968441,0.724964,1.076095,1.183708
-3.868496,0.721907,1.076709,1.148285
-3.768543,0.719170,1.086880,1.114694
-3.668554,0.718613,1.105653,1.087151
-3.568567,0.717792,1.106365,1.060662
-3.468578,0.717001,1.099973,1.042559
-3.368590,0.716200,1.100008,1.033861
-3.268622,0.714107,1.107813,1.035952
-3.168667,0.711344,1.103329,1.038712
-3.068713,0.708584,1.088124,1.041470
-2.968755,0.705916,1.082077,1.044134
-2.868782,0.704095,1.086093,1.046089
-2.768796,0.702953,1.099895,1.056866
-2.668810,0.702051,1.122700,1.052334
-2.568820,0.701311,1.153903,1.047977
-2.468840,0.699720,1.165952,1.051684
-2.368870,0.697549,1.174007,1.065380
-2.268908,0.695068,1.171525,1.078991
-2.168947,0.692550,1.170740,1.084521
-2.069050,0.688212,1.176661,1.094152
-1.969182,0.683208,1.184444,1.111305
-1.869392,0.676895,1.180729,1.138274
-1.769586,0.670832,1.185718,1.172940
-1.669635,0.668265,1.197807,1.211722
-1.569650,0.669032,1.210276,1.247561
-1.469663,0.669735,1.220816,1.276482
-1.369676,0.668885,1.224200,1.308402
-1.269765,0.665057,1.232743,1.348469
-1.170002,0.658382,1.235727,1.392753
-1.070537,0.648141,1.230543,1.440824
-0.971486,0.634544,1.230092,1.494586
-0.873004,0.617250,1.234023,1.549566
-0.775384,0.595653,1.228343,1.608956
-0.678825,0.569707,1.216682,1.557042
-0.583564,0.539315,1.208472,1.500947
-0.488909,0.507090,1.183708,1.449468
-0.394956,0.472868,1.149335,1.405148
-0.301336,0.437741,1.114071,1.363740
-0.207668,0.402742,1.078962,1.325595
-0.113562,0.368944,1.050955,1.292844
-0.018363,0.338388,1.025962,1.263835
0.078194,0.312433,0.997422,1.231054
0.176314,0.293310,0.985284,1.198159
0.275337,0.279474,0.988567,1.167675
0.374649,0.267839,0.994805,1.138086
0.474050,0.256997,0.983954,1.105118
0.573559,0.247192,0.983437,1.079411
0.673073,0.237438,0.989715,1.057922
0.772758,0.229610,0.982016,1.039636
0.872366,0.220855,0.983537,1.025535
0.971906,0.211394,0.988246,1.018919
1.071522,0.202714,0.980666,1.014586
1.170982,0.192476,0.981687,1.000442
1.270262,0.180556,0.982092,0.997873
1.369671,0.169809,0.971363,1.004122
1.469072,0.158989,0.962548,1.014939
1.568376,0.147271,0.963177,1.014503
1.667734,0.136017,0.962338,0.995886
1.767282,0.126667,0.952996,0.976042
1.866993,0.119171,0.948454,0.964330
1.966841,0.113886,0.956622,0.960700
2.066622,0.107418,0.962544,0.967169
2.166288,0.099391,0.968852,0.975201
2.265952,0.091326,0.967408,0.965862
2.365670,0.083925,0.964993,0.964481
2.465370,0.076303,0.972685,0.954720
2.564975,0.067497,0.968611,0.953974
2.664678,0.059964,0.961077,0.944976
2.764354,0.052051,0.959186,0.946893
2.863981,0.043498,0.962077,0.955060
2.963717,0.036391,0.962635,0.946500
3.063377,0.028283,0.961558,0.949464
3.162975,0.019403,0.970067,0.954520
3.262593,0.010751,0.970214,0.963171
3.362296,0.003199,0.980001,0.964191
3.461962,-0.004891,0.971910,0.957876
3.561630,-0.012936,0.972851,0.961925
3.661344,-0.020402,0.981825,0.961004
3.761152,-0.026408,0.975823,0.953563
3.860954,-0.032585,0.969651,0.946575
3.960719,-0.039284,0.972980,0.940700
4.060472,-0.046148,0.980847,0.945586
4.160277,-0.052275,0.975498,0.951705
4.260086,-0.058342,0.980431,0.957764
4.359937,-0.063640,0.988625,0.950893
4.459709,-0.070283,0.983817,0.946039
4.559422,-0.077761,0.988315,0.952555
4.659142,-0.085095,0.991232,0.951757
4.758755,-0.093806,0.985326,0.949770
4.858299,-0.103262,0.988795,0.953482
4.957742,-0.113694,1.001312,0.963894
5.057039,-0.125471,1.000613,0.975623
5.156346,-0.137165,0.988922,0.971403
5.255723,-0.148249,0.982521,0.973068
5.355191,-0.158469,0.985943,0.983301
5.454609,-0.169170,0.981926,0.994014
5.554149,-0.178670,0.971386,0.986580
5.653832,-0.186522,0.959160,0.986001
5.753643,-0.192515,0.959140,0.991995
5.853476,-0.198138,0.969853,0.990570
5.953402,-0.201761,0.982722,0.973791
6.053381,-0.203256,0.973234,0.948994
6.153370,-0.202951,0.969412,0.932502
6.253346,-0.201153,0.975422,0.925076
6.353332,-0.201078,0.989844,0.925001
6.453322,-0.201854,0.984575,0.925776
6.553311,-0.201476,0.985255,0.925399
6.653296,-0.202334,0.994803,0.931395
6.753253,-0.205039,1.012371,0.949759
6.853203,-0.207969,1.018543,0.978265
6.953149,-0.211035,1.015476,0.985511
7.053052,-0.215207,1.013317,0.998030
7.152994,-0.218270,1.022093,1.019170
7.252841,-0.223515,1.030734,1.046132
7.352461,-0.232127,1.026381,1.073241
7.452028,-0.241340,1.030039,1.109291
7.551746,-0.248708,1.044849,1.151268
