s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right,d_left
1.496226047796547665e+00,1.266223015237467031e+01,-7.700571876589274063e-03,-9.056607115275108200e-01,4.132422232538140450e-01,3.258606445017536934e+00,-4.101777415021506251e-02,1.167973514293704218e+00,3.720768664782317936e-01
1.595974450982984072e+00,1.273941167406968233e+01,5.547464494784235672e-02,-8.638662694748564519e-01,4.241148679691758017e-01,3.257350617996524367e+00,-4.101777415020615991e-02,1.231106727272095913e+00,3.540606725771985874e-01
1.695722854169420479e+00,1.281386986321712307e+01,1.218384656140579503e-01,-8.218599759803408844e-01,4.182567833961514103e-01,3.256094306621792001e+00,3.187917966591824470e-02,1.298277864612034538e+00,3.472113944204201497e-01
1.795471257355857109e+00,1.288549602293725549e+01,1.912516397808290414e-01,-7.803999035290769548e-01,4.129528567846648124e-01,3.257070758848813696e+00,9.141762810948036999e-02,1.369001139872165540e+00,3.524730062374724637e-01
1.895219660542293516e+00,1.295420667272664694e+01,2.635507231778712045e-01,-7.396599962293662900e-01,4.040021895323998025e-01,3.259869238635502597e+00,1.886640609272180746e-01,1.445389097834181680e+00,3.703695060769434111e-01
1.994968063728730145e+00,1.301994910688242335e+01,3.385605179950037513e-01,-6.997806574062925833e-01,3.957111455266496547e-01,3.265637048208867910e+00,2.698664515139439501e-01,1.525181438629154007e+00,3.999096334510815476e-01
2.094716466915166553e+00,1.308267964329423982e+01,4.161060678514983402e-01,-6.606971889697230704e-01,3.880207554083751620e-01,3.273869702028249673e+00,3.375730114202572518e-01,1.588787731005795179e+00,4.391946690888930416e-01
2.194464870101603182e+00,1.314236276060665887e+01,4.960219351984953007e-01,-6.223521640999463145e-01,3.809156393438360433e-01,3.284138785671907979e+00,3.934255049952393168e-01,1.538735531398629730e+00,4.880814761016601944e-01
2.294213273288039812e+00,1.319896645655590106e+01,5.781471759599112747e-01,-5.846877452293330890e-01,3.743550256965649803e-01,3.296066548986342770e+00,4.390975196533341562e-01,1.494307135979257461e+00,5.456335918861087153e-01
2.393961676474475997e+00,1.325246478445034626e+01,6.623292214449786330e-01,-5.476519405692901188e-01,3.683198570034857955e-01,3.309328217056118682e+00,4.757612297506025323e-01,1.453824517350190249e+00,6.093674546711523865e-01
2.493710079660912626e+00,1.330283438908295857e+01,7.484194037634688268e-01,-5.111929205027694323e-01,3.627751594440574712e-01,3.323637479349260460e+00,5.046071816864674542e-01,1.420697350660647285e+00,6.487043891125109374e-01
2.593458482847349256e+00,1.335005636559965758e+01,8.362762645584550514e-01,-4.752634503927213316e-01,3.577085830939215616e-01,3.338747312294593428e+00,5.263942780348590533e-01,1.386415874613062149e+00,6.771745996928401068e-01
2.693206886033785441e+00,1.339411368180017803e+01,9.257616689370379293e-01,-4.398163148175484594e-01,3.530922740967012419e-01,3.354437000856519191e+00,5.419654790553157797e-01,1.345907613877434628e+00,7.116739008916118658e-01
2.792955289220222070e+00,1.343499248862326922e+01,1.016743591608277431e+00,-4.048079223948386485e-01,3.489165560285303336e-01,3.370514497068831883e+00,5.518377505891204349e-01,1.309443601402198398e+00,7.447188668710436055e-01
2.892703692406658700e+00,1.347268024831689281e+01,1.109092781186884258e+00,-3.701947343625215936e-01,3.451590671848797642e-01,3.386806437313723883e+00,5.566209831976370870e-01,1.281572195372899348e+00,7.780605177020414320e-01
2.992452095593095329e+00,1.350716662253861422e+01,1.202685042731038711e+00,-3.359360289452510973e-01,3.418127875530251325e-01,3.403160582802071676e+00,5.566662198789621430e-01,1.258665134983939060e+00,8.134332565324645659e-01
3.092200498779531515e+00,1.353844215087618785e+01,1.297398429346861226e+00,-3.019911224311526698e-01,3.388603093176674186e-01,3.419437831781599879e+00,5.524176108283173070e-01,1.244246725796902098e+00,8.451567451282651078e-01
3.191948901965968144e+00,1.356649881410282177e+01,1.393115045420180831e+00,-2.683214740970167878e-01,3.362964835396092256e-01,3.435514609860308877e+00,5.441203918124030148e-01,1.223202041525656592e+00,8.734486360933204629e-01
3.291697305152404773e+00,1.359132914166045047e+01,1.489718738336803572e+00,-2.348885782401946010e-01,3.341082900350992313e-01,3.451276707975261981e+00,5.320998385404518416e-01,1.198326537491579247e+00,8.983641977608417539e-01
3.391445708338840959e+00,1.361292653334105118e+01,1.587096441243253997e+00,-2.016554913899488710e-01,3.322920855673274221e-01,3.466621284979497730e+00,5.165337318518605780e-01,1.176636951975275291e+00,9.199459583028782861e-01
3.491194111525277588e+00,1.363128469561917200e+01,1.685136341257716941e+00,-1.685852949236179565e-01,3.308389358614574616e-01,3.481452277909494963e+00,4.976590027792062165e-01,1.159023464747959142e+00,9.381768840605267945e-01
3.590942514711714217e+00,1.364639779255245777e+01,1.783728777094763407e+00,-1.356421193861736540e-01,3.297463290456540963e-01,3.495681814049781622e+00,4.756143982549368432e-01,1.148662234301355278e+00,9.531800338319034172e-01
3.690690917898150847e+00,1.365826012833934477e+01,1.882764863129133603e+00,-1.027901107036279793e-01,3.290092206749057890e-01,3.509227108437866338e+00,4.505695348423979230e-01,1.144815822693796115e+00,9.649998563256095840e-01
3.790439321084587032e+00,1.366686619042430983e+01,1.982136952544424124e+00,-6.999399522438110033e-02,3.286259830717636055e-01,3.522011084855519947e+00,4.226444710496627399e-01,1.150222030577410459e+00,9.737346325773149625e-01
3.890187724271023662e+00,1.367221050770200108e+01,2.081737700842670957e+00,-3.721850144077754052e-02,3.285954315917860580e-01,3.533960710598055943e+00,-1.400096025409990064e-01,1.161459242988990725e+00,9.706259938413142052e-01
3.989936127457460291e+00,1.367428764356311177e+01,2.181460100484603704e+00,-4.428495329759973842e-03,3.289165962478566296e-01,3.530006633914765324e+00,-4.921199254298311843e-01,1.166098854135434015e+00,9.557453595511552491e-01
4.089684530643896920e+00,1.367309216808041761e+01,2.281196971885509850e+00,2.841117035257800794e-02,3.295922500737482608e-01,3.516073162209020886e+00,-5.185496512580081152e-01,1.167491374453587527e+00,9.407755350121221882e-01
4.189432933830333106e+00,1.366861865658916741e+01,2.380840570534282996e+00,6.133594001789721695e-02,3.306219039257665693e-01,3.501331387149009267e+00,-5.422304202297396625e-01,1.172117992293916222e+00,9.291625496490181213e-01
4.289181337016769291e+00,1.366086171969924479e+01,2.480282498268397529e+00,9.438129137284390069e-02,3.320125513730045053e-01,3.485849716422202871e+00,-5.630011380478916472e-01,1.180164383946354700e+00,9.180401790346373048e-01
4.388929740203206364e+00,1.364981606336777098e+01,2.579412878768836848e+00,1.275834418485795041e-01,3.337640016536544407e-01,3.469701905993640700e+00,-5.808164026037241356e-01,1.196314674334892025e+00,8.991017005648754834e-01
4.488678143389642550e+00,1.363547652372507279e+01,2.678120686885110846e+00,1.609786634906034131e-01,3.358878506735135661e-01,3.452963987510944133e+00,-5.954537153279307882e-01,1.217641029831341593e+00,8.692808941287769597e-01
4.588426546576079623e+00,1.361783824812424015e+01,2.776292483346776141e+00,1.946044370343011920e-01,3.383841090898819237e-01,3.435719602135292927e+00,-6.068649124463497690e-01,1.248098452280886672e+00,8.385202872950532349e-01
4.688174949762515809e+00,1.359689668133726492e+01,2.873813164606370041e+00,2.284983365334931626e-01,3.412697142402817407e-01,3.418055232520957443e+00,-6.147454423429249415e-01,1.284299518901359960e+00,8.117531225926715166e-01
4.787923352948951994e+00,1.357264793243441225e+01,2.970564242301113378e+00,2.626996543540869311e-01,3.445445286009168884e-01,3.400067914039983208e+00,-6.189744367451857077e-01,1.318694462774236964e+00,7.828090317710896251e-01
4.887671756135389067e+00,1.354508865898945835e+01,3.066425021798218964e+00,2.972477940330939816e-01,3.482314096422000071e-01,3.381860197691071157e+00,-6.143961891066445080e-01,1.346383421497368005e+00,7.522084104237999336e-01
4.987420159321825253e+00,1.351421669675060144e+01,3.161270407702639673e+00,3.321844624507759303e-01,3.523303179165057086e-01,3.363689688296566338e+00,-6.046689700534402245e-01,1.377517096959190557e+00,7.214281240015838481e-01
5.087168562508261438e+00,1.348003077838020047e+01,3.254972522315718653e+00,3.675515677457641406e-01,3.568717902796629815e-01,3.345710506112896887e+00,-5.895232055035756202e-01,1.412003168409191822e+00,6.874786843257039148e-01
5.186916965694698511e+00,1.344253151165644411e+01,3.347398012508938425e+00,4.033939808618043354e-01,3.618548280019391883e-01,3.328088158978597999e+00,-5.681009933573351045e-01,1.451302414378764283e+00,6.503361612382529966e-01
5.286665368881134697e+00,1.340172087184032534e+01,3.438410127597081978e+00,4.397567790767156204e-01,3.673184001903049833e-01,3.311017435783373930e+00,-5.399693919441730383e-01,1.498364478790491949e+00,6.143286920592802014e-01
5.386413772067570882e+00,1.335760364182270976e+01,3.527865502160338007e+00,4.766888188264850612e-01,3.732614038381156796e-01,3.294710046548792182e+00,-5.039284327506428074e-01,1.549186619506009110e+00,5.797320172115278947e-01
5.486162175254007956e+00,1.331018659145414595e+01,3.615616711882719603e+00,5.142392952422261132e-01,3.797341652556519564e-01,3.279417963275694348e+00,-4.593023533825457694e-01,1.606289873011751190e+00,5.488269466291634258e-01
5.585910578440444141e+00,1.325948050840483461e+01,3.701508500734439266e+00,5.524621450908000497e-01,3.867340523426291421e-01,3.265417710675916130e+00,-4.044016293858509470e-01,1.668777168344311113e+00,5.235524683133446766e-01
5.685658981626880326e+00,1.320549897841043929e+01,3.785380843009801932e+00,5.914117132881244743e-01,3.943250881077539072e-01,3.253041037497295118e+00,-3.381409389399449017e-01,1.734223956576146364e+00,4.878204761955070023e-01
5.785407384813317400e+00,1.314826117808591199e+01,3.867064588485134902e+00,6.311483104468216254e-01,4.025040518309483950e-01,3.242656003065856218e+00,-2.580513497652981436e-01,1.789402748919977748e+00,4.554346851940203611e-01
5.885155787999753585e+00,1.308779013134384783e+01,3.946385046298375165e+00,6.717331032332203300e-01,4.113561599111383860e-01,3.234708261043126587e+00,-1.695085337978195494e-01,1.791336466460126120e+00,4.113103182587061202e-01
5.984904191186190658e+00,1.302411647441632248e+01,4.023157033162449103e+00,7.132301373314455795e-01,4.203193200184711653e-01,3.229476911655358773e+00,-9.894656674717960954e-02,1.720923912485750051e+00,3.715991460002937563e-01
6.084652594372626844e+00,1.295728235760578428e+01,4.097195101429195851e+00,7.554933791777376229e-01,4.272103382658111181e-01,3.226419315409485122e+00,-4.021146382807871955e-02,1.651917694635290923e+00,3.460214904236179057e-01
6.184400997559063029e+00,1.288735582242554756e+01,4.168317008932810097e+00,7.984642624903175445e-01,4.326191143521387894e-01,3.225175892914079689e+00,-4.021146382807835873e-02,1.585112896561675866e+00,3.318237625882718977e-01
6.284149400745500103e+00,1.281443402957021149e+01,4.236365533542743478e+00,8.413598160618933619e-01,4.275887710684443954e-01,3.223931990849194573e+00,2.176906302718050606e-02,1.520711571944401541e+00,3.277436056606327086e-01
6.383897803931936288e+00,1.273867591710570402e+01,4.301243019159547210e+00,8.837895184197970266e-01,4.227967119372639249e-01,3.224605454962281570e+00,7.505367236170672196e-02,1.458721944794675984e+00,3.332017383800254251e-01
6.483646207118372473e+00,1.266025191133156724e+01,4.362870458870879098e+00,9.256155293755115032e-01,4.159487295499308956e-01,3.226926294186965194e+00,1.471934383015753300e-01,1.399246871060995101e+00,3.474560243673609494e-01
6.583394610304809547e+00,1.257933819164999001e+01,4.421191929091167871e+00,9.667945257950423255e-01,4.098308851426695765e-01,3.231473027734476755e+00,2.044920433459480047e-01,1.342650012330026232e+00,3.640633667573144328e-01
6.683143013491245732e+00,1.249610852783614590e+01,4.476157223565403243e+00,1.007397149000887726e+00,4.043762970823516212e-01,3.237779090449440567e+00,2.492925025647653725e-01,1.289012993261413831e+00,3.852512193101387261e-01
6.782891416677681917e+00,1.241072926945972377e+01,4.527721413842687781e+00,1.047488784149760654e+00,3.995910289803097371e-01,3.245450122350669986e+00,2.827581351057580905e-01,1.238417466635483466e+00,4.078613512878730973e-01
6.882639819864118991e+00,1.232336306610329935e+01,4.575841892939067179e+00,1.087134727995545003e+00,3.954278361598737579e-01,3.254129045012740029e+00,3.064788015935139831e-01,1.190956550611796061e+00,4.321680084395263521e-01
6.982388223050555176e+00,1.223416663014767281e+01,4.620479564156195984e+00,1.126396285206995973e+00,3.918878219504864924e-01,3.263509979107527936e+00,3.212711545752741649e-01,1.146807218472126522e+00,4.461968904053875140e-01
7.082136626236992250e+00,1.214329385285499896e+01,4.661596801568386184e+00,1.165334566923684090e+00,3.889376486911474418e-01,3.273314826449162496e+00,3.282376049383530781e-01,1.106054715345607953e+00,4.667819431640042316e-01
7.181885029423428435e+00,1.205089418632787179e+01,4.699158154303539447e+00,1.204007890851364060e+00,3.865775719812033495e-01,3.283302043213294219e+00,3.279547331251644326e-01,1.068789866115020581e+00,4.895061921888696488e-01
7.281633432609864620e+00,1.195711514472997017e+01,4.733129005237681319e+00,1.242474398872674080e+00,3.847859315696918747e-01,3.293250404822252619e+00,3.211896284238217048e-01,1.034977917166777006e+00,5.048214044908720943e-01
7.381381835796301694e+00,1.186210129260916979e+01,4.763475919813546788e+00,1.280790502148001053e+00,3.835629068604982095e-01,3.302964506919893406e+00,3.083719406583375067e-01,1.004786084487952591e+00,5.161482242878466797e-01
7.481130238982737879e+00,1.176599614490580237e+01,4.790165833086874159e+00,1.319012569371276644e+00,3.828983758174294150e-01,3.312264142744191897e+00,-2.401290584724816990e-01,9.781332792805943477e-01,5.287479056187046611e-01
7.580878642169174064e+00,1.166894176278888118e+01,4.813166146282797264e+00,1.357196152276819223e+00,3.827910333611128091e-01,3.305024776159224409e+00,-3.937985950038333516e-01,9.553016358113528561e-01,5.467004800392046837e-01
7.680627045355611138e+00,1.157108006351466223e+01,4.832444321856469216e+00,1.395396812273953291e+00,3.832415185639588828e-01,3.293118158974703835e+00,-4.218633265530725152e-01,9.428343113519491725e-01,5.649164035323042121e-01
7.780375448542047323e+00,1.147255303720151254e+01,4.847967828867942863e+00,1.433670180614543987e+00,3.842474921147240319e-01,3.280315049289590501e+00,-4.457582311782737894e-01,9.402527119877407413e-01,5.804842407556610739e-01
7.880123851728483508e+00,1.137350346779211385e+01,4.859704032699599274e+00,1.472072021280098841e+00,3.858209101893746440e-01,3.266732232531659896e+00,-4.651484384481107126e-01,9.456829235550365809e-01,5.922097063096281033e-01
7.979872254914920582e+00,1.127407578990591119e+01,4.867620081219926398e+00,1.510659028148633176e+00,3.879576375230242014e-01,3.252498093942801205e+00,-4.799251606478594501e-01,9.497669448816038473e-01,6.000722226690780037e-01
8.079620658101356767e+00,1.117441622106718135e+01,4.871682997483659072e+00,1.549488153044797478e+00,3.906818005948689554e-01,3.237746178169981004e+00,-4.895862687490185605e-01,9.455936117191089396e-01,6.040547301159588933e-01
8.179369061287793841e+00,1.107467428527383468e+01,4.871859603900710489e+00,1.588618175452811698e+00,3.939870376144485875e-01,3.222627719299093751e+00,-4.915233326484840792e-01,9.453307853503055691e-01,6.040869480621640086e-01
8.279117464474229138e+00,1.097500235260593193e+01,4.868116732079468711e+00,1.628108288538513193e+00,3.979112202888763772e-01,3.207377757931509255e+00,-4.823550456191850744e-01,9.492384902941993774e-01,5.873052231110058585e-01
8.378865867660666211e+00,1.087555786081864895e+01,4.860421289544110124e+00,1.668020496787754325e+00,4.024452968551973653e-01,3.192341427688286437e+00,-4.651642361219354149e-01,9.593517980071762929e-01,5.614854853870130391e-01
8.478614270847103285e+00,1.077650225762579872e+01,4.848740504214733349e+00,1.708417464593098956e+00,4.076437536916078241e-01,3.177773593475419656e+00,-4.394776911653130447e-01,9.773633844263533987e-01,5.358611769643288891e-01
8.578362674033538582e+00,1.067800395739287822e+01,4.833042249310417482e+00,1.749365757579315783e+00,4.134928477578928008e-01,3.163948579786036941e+00,-4.036383279761450171e-01,1.001945602580586847e+00,5.169868430761237477e-01
8.678111077219975655e+00,1.058023667626967601e+01,4.813295256188738769e+00,1.790932730518917992e+00,4.200659885060460952e-01,3.151197559368366985e+00,-3.568229703714315137e-01,1.035291594931238235e+00,4.967124951865559690e-01
8.777859480406412729e+00,1.048338316522090530e+01,4.789469843382400782e+00,1.833191055747402487e+00,4.273476173544957790e-01,3.139882325046524425e+00,-2.965706893599847627e-01,1.073962992719749820e+00,4.782217211482882591e-01
8.877607883592848026e+00,1.038763293489765616e+01,4.761537980786356705e+00,1.876215102168043103e+00,4.354402340948728689e-01,3.130446631033414029e+00,-2.216689176000608830e-01,1.105177286126317382e+00,4.637335622068032293e-01
8.977356286779285099e+00,1.029318682355381576e+01,4.729474561670717669e+00,1.920085791177831958e+00,4.443084734614863862e-01,3.123375396684668015e+00,-1.286831152956687818e-01,1.136131894521647423e+00,4.557189536025972321e-01
9.077104689965722173e+00,1.020025405097695703e+01,4.693257399290169829e+00,1.964884109328020045e+00,4.540727145895853134e-01,3.119263053684236731e+00,-4.667249073497137246e-02,1.170418581093995325e+00,4.242295071711441601e-01
9.176853093152159246e+00,1.010905752817932601e+01,4.652869608455052486e+00,2.010668266131847126e+00,4.620975194852139922e-01,3.117770194422997410e+00,-3.754883500026254955e-02,1.207814020549472733e+00,4.006353994423451081e-01
9.276601496338594544e+00,1.001981466546403077e+01,4.608327721718866954e+00,2.056812914564607908e+00,4.632966074177046201e-01,3.116568643968369301e+00,-3.754883500025297388e-02,1.247952656094717172e+00,3.867162808960084575e-01
9.376349899525031617e+00,9.932728187185306368e+00,4.559712885735392796e+00,2.102993924904890122e+00,4.548532914597347432e-01,3.115366630093682421e+00,5.738809783703664041e-02,1.292664383581998422e+00,3.847118539699010409e-01
9.476098302711468691e+00,9.847919346239782712e+00,4.507221148227141150e+00,2.146411718639996913e+00,4.158268495911854878e-01,3.117203551605761014e+00,4.729113919544999378e-01,1.322960672544081451e+00,3.972940952598406628e-01
9.575846705897903988e+00,9.765356034157134602e+00,4.451254432304727615e+00,2.185948452019195187e+00,3.750139996214345017e-01,3.132299841096928272e+00,8.738759063402431471e-01,1.251855549130538980e+00,4.122853638217983674e-01
9.675595109084341061e+00,9.684941552209568982e+00,4.392246230002938567e+00,2.220947639963519293e+00,3.267871297626473992e-01,3.160005972623615378e+00,1.335643973254603711e+00,1.184483548896783756e+00,4.249041699293367724e-01
9.775343512270778135e+00,9.606489821381442695e+00,4.330645663323650751e+00,2.251157304076329524e+00,2.789921685721301614e-01,3.201889200789495238e+00,1.782307045085589348e+00,1.123609555082432987e+00,4.486689815362394640e-01
9.875091915457213432e+00,9.529783687619197252e+00,4.266886966988651331e+00,2.276606893436987633e+00,2.313014220355149586e-01,3.256940131105089176e+00,2.232807435162773579e+00,1.065560525682406334e+00,4.830974979578652184e-01
9.974840318643650505e+00,9.454566595951405361e+00,4.201373432533609176e+00,2.297307522638803778e+00,1.837791221632052996e-01,3.324619823402882979e+00,2.700238954131056968e+00,1.005868869586400871e+00,5.282241555386562037e-01
1.007458872183008758e+01,9.380563922962663170e+00,4.134492948263768675e+00,2.313270005106549565e+00,1.362788534520915085e-01,3.404671205558062574e+00,3.199948861611626949e+00,9.414561776161030071e-01,5.661723023315219372e-01
1.017433712501652288e+01,9.307475722247733785e+00,4.066611276413365061e+00,2.324496297793818389e+00,8.881862118631275727e-02,3.497165365893385225e+00,3.745757507122767560e+00,8.818302229763306244e-01,6.061727600676857231e-01
1.027408552820295995e+01,9.234992386806812448e+00,3.998085335986548472e+00,2.330988839719119188e+00,4.135948963517478011e-02,3.602420333126386431e+00,-2.944791385669963901e+00,8.270990028901308300e-01,6.532093803585644620e-01
1.037383393138939702e+01,9.162791643119369667e+00,3.929260245543480856e+00,2.332747513894430913e+00,-6.094758259355026637e-03,3.519936899952457399e+00,-4.359182284738770896e+00,7.738845637432194557e-01,7.043497609567465068e-01
1.047358233457583232e+01,9.090549455535143153e+00,3.860479419508430432e+00,2.329773210576190579e+00,-5.354177408777755637e-02,3.394158634395914476e+00,-3.834847929648537601e+00,7.279491931544725958e-01,7.632014152344600566e-01
1.057333073776226939e+01,9.017940994914955155e+00,3.792085421989512817e+00,2.322066341902029762e+00,-1.009790407051249228e-01,3.279523276415922339e+00,-3.376253841106470421e+00,6.804032897711093097e-01,8.236827302225021574e-01
1.067307914094870647e+01,8.944647471376002912e+00,3.724426393713694328e+00,2.309627450375707269e+00,-1.484318359478579152e-01,3.175172603457792508e+00,-2.971478487364141330e+00,6.311571966024596136e-01,8.908909583415319799e-01
1.077282754413514176e+01,8.870361074590274342e+00,3.657860627961698974e+00,2.292454934104704467e+00,-1.958793590927890016e-01,3.080409160049051298e+00,-2.608758945152633846e+00,5.878695628282085694e-01,9.620085014092696341e-01
1.087257594732157884e+01,8.794788190724663224e+00,3.592758995638418273e+00,2.270545235619907842e+00,-2.434437235734718263e-01,2.994742311979360139e+00,-2.279538481320542598e+00,5.476160244157041168e-01,1.034744130215387692e+00
1.097232435050801591e+01,8.717658460281358046e+00,3.529512868645787282e+00,2.243887302190726629e+00,-2.910638914399329424e-01,2.917828108050911862e+00,-1.972532658585416820e+00,5.100036457463935635e-01,1.109586287811212379e+00
1.107207275369445121e+01,8.638724791622177435e+00,3.468532527690444844e+00,2.212465186301486142e+00,-3.390274246464494712e-01,2.849597673756417482e+00,-1.680693485487052774e+00,4.519984443658293105e-01,1.185513928638453951e+00
1.117182115688088828e+01,8.557776791484963397e+00,3.410257758356115776e+00,2.176245994778106763e+00,-3.872183498358583997e-01,2.790145859884680668e+00,-1.390586457679873211e+00,4.036153035767438002e-01,1.263036195828716179e+00
1.127156956006732536e+01,8.474638077459157870e+00,3.355152683921206691e+00,2.135186601965953557e+00,-4.361763873931459590e-01,2.739981087916323776e+00,-1.094742795579633388e+00,3.665909535051633528e-01,1.341286042233502895e+00
1.137131796325376065e+01,8.389184513528071818e+00,3.303718212268833998e+00,2.089214048658229572e+00,-4.856693862148599994e-01,2.699833081992528694e+00,-7.741088958092944283e-01,3.429570358048341094e-01,1.421494757146565924e+00
1.147106636644019773e+01,8.301339345213150978e+00,3.256483293113384914e+00,2.038244053469601802e+00,-5.365528049273826650e-01,2.671079635301517818e+00,-4.608009227970965016e-01,3.308110784791708503e-01,1.479211489623365905e+00
1.157081476962663480e+01,8.211097257160826501e+00,3.214017202088001124e+00,1.982218404614943807e+00,-5.835489764607766361e-01,2.653815763320957366e+00,-1.837448861790534071e-01,3.278566517024474325e-01,1.391530297361761370e+00
1.167056317281307187e+01,8.118537068025506898e+00,3.176866346935905749e+00,1.922104912136209265e+00,-6.221745285533742953e-01,2.646900373582414812e+00,-2.706346849490666451e-02,3.305452419514758322e-01,1.307347701273753993e+00
1.177031157599950717e+01,8.023864511473899341e+00,3.145530338862468245e+00,1.858349721765744533e+00,-6.427944692819090866e-01,2.645880290590755468e+00,-2.706346849490618572e-02,3.382889551218756785e-01,1.228483571506427063e+00
1.187005997918594424e+01,7.927378664110720230e+00,3.120292591488801559e+00,1.795250072155715415e+00,-6.228338439773966062e-01,2.644859814168326384e+00,1.319582117280867772e-01,3.534754287618803725e-01,1.153761113333862331e+00
1.196980838237238132e+01,7.829508178697306420e+00,3.101094984194621151e+00,1.734079054438925738e+00,-6.006119090346919709e-01,2.649831820779753322e+00,2.870091979565767004e-01,3.760734017492490255e-01,1.084398095506698301e+00
1.206955678555881661e+01,7.730666958969239388e+00,3.087785373504781550e+00,1.675732792671105642e+00,-5.695608394765971916e-01,2.660613857140663452e+00,4.928066016778327452e-01,3.895825715455524807e-01,1.022465909784450844e+00
1.216930518874525369e+01,7.631225392043837097e+00,3.080111179883051165e+00,1.620381851289404374e+00,-5.405519425112319531e-01,2.679025837875236959e+00,6.615450149424538795e-01,3.977119783557586108e-01,9.550922948159072945e-01
1.226905359193169076e+01,7.531515762731871177e+00,3.077808272092444675e+00,1.567855743611894503e+00,-5.128430253622549007e-01,2.703544998285774881e+00,8.068001939546665113e-01,4.149393604108096434e-01,8.934824140562240835e-01
1.236880199511812606e+01,7.431815736328728050e+00,3.080608256383677190e+00,1.518018482144698478e+00,-4.866488970261343971e-01,2.733150127569102139e+00,9.318766857058073949e-01,4.336559625923075978e-01,8.372554058582718506e-01
1.246855039830456313e+01,7.332369843036624424e+00,3.088243345861691580e+00,1.470741437079446268e+00,-4.614397870490570819e-01,2.766950675845640362e+00,1.045080441248890324e+00,4.541208049296205362e-01,7.921895369066441761e-01
1.256829880149100021e+01,7.233378244381267308e+00,3.100447294197044457e+00,1.425924153097065439e+00,-4.373328550610626198e-01,2.804372702226748171e+00,1.148033829672035377e+00,4.782011661519122714e-01,7.528232314736602593e-01
