s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2,d_right,d_left
1.399095875617002660e+00,1.258464435454334662e+01,-6.582604866515133490e-02,-9.460716229621038975e-01,4.018836252799496411e-01,3.265383744548658651e+00,-1.655692633561720584e-01,1.112150665435730934e+00,3.962207123948855991e-01
1.499031295303931532e+00,1.266449911093025271e+01,-5.749671567957548649e-03,-9.053698107822396590e-01,4.128052722861551560e-01,3.260312643217075035e+00,-4.106067967779521849e-02,1.169860537930262012e+00,3.713520491748237840e-01
1.598966714990860183e+00,1.274180582361109515e+01,5.756778613370319014e-02,-8.635409823288939801e-01,4.236716977071939838e-01,3.259053804251879516e+00,-4.106067967780410721e-02,1.233211105068171776e+00,3.537580992781573785e-01
1.698902134677788833e+00,1.281638081895729364e+01,1.240815930427971309e-01,-8.214998488296411105e-01,4.178210313440316459e-01,3.257794478860841725e+00,3.182820255882330002e-02,1.300563022495658805e+00,3.472748048360153050e-01
1.798837554364717706e+00,1.288811500148609390e+01,1.936519733275020305e-01,-7.800052069644557440e-01,4.125249557259017541e-01,3.258770687860282234e+00,9.134155633170322475e-02,1.371504045582204068e+00,3.529857501416926446e-01
1.898772974051646578e+00,1.295692463318619048e+01,2.661149527500469292e-01,-7.392310055609474517e-01,4.035877760531113578e-01,3.261570620052723690e+00,1.885388085648118384e-01,1.448144253547393623e+00,3.713835065707895011e-01
1.998708393738575229e+00,1.302275678896567257e+01,3.412947384495986225e-01,-6.993176257656891215e-01,3.953105975476856604e-01,3.267342393982226145e+00,2.696761012241252198e-01,1.528121932982885234e+00,4.016886607683020083e-01
2.098643813425503879e+00,1.308556763411761636e+01,4.190158314281199892e-01,-6.602001964815631396e-01,3.876345018493927985e-01,3.275580362046432992e+00,3.373040772534895981e-01,1.586191656394071892e+00,4.415204654913156834e-01
2.198579233112432973e+00,1.314532147988001043e+01,4.991122425869043977e-01,-6.218211502665939028e-01,3.805440831094874521e-01,3.285855133335783496e+00,3.930666678555941873e-01,1.536252528232280312e+00,4.908290772844402516e-01
2.298514652799361624e+00,1.320198619076945690e+01,5.814225234892533845e-01,-5.841224982147240619e-01,3.739984955100157937e-01,3.297788125714461671e+00,4.386400768539573392e-01,1.491793387801623183e+00,5.489388854861099176e-01
2.398450072486290274e+00,1.325553567707426517e+01,6.657935953592430955e-01,-5.470521178545169061e-01,3.679787916358617239e-01,3.311053893014596738e+00,4.751961823990927813e-01,1.451390116072853509e+00,6.130142419981088331e-01
2.498385492173218925e+00,1.330594646143049253e+01,7.520763154116815175e-01,-5.105580338538848739e-01,3.624500099393266339e-01,3.325365505067146010e+00,5.039265006341621111e-01,1.418358786725473220e+00,6.509519106292906976e-01
2.598320911860147575e+00,1.335319950809742018e+01,8.401287452415530099e-01,-4.745928794762872549e-01,3.573998275440924410e-01,3.340475408524205214e+00,5.255902573472355233e-01,1.383368391799319363e+00,6.796939961145366249e-01
2.698256331547076670e+00,1.339727766621879113e+01,9.298122956224097457e-01,-4.391093032943438335e-01,3.528003492042622313e-01,3.356162409785568013e+00,5.410317210633140972e-01,1.342934600502152076e+00,7.144397302794204263e-01
2.798191751234005320e+00,1.343816696013539413e+01,1.020994479965934065e+00,-4.040635848964606591e-01,3.486419990706425831e-01,3.372234064396253839e+00,5.507670388974802433e-01,1.306590339537416767e+00,7.475110387490864206e-01
2.898127170920933970e+00,1.347585473203577955e+01,1.113545603689734209e+00,-3.694120476758764315e-01,3.449024467284346196e-01,3.388516615783132124e+00,5.554063736067644808e-01,1.278947579922187883e+00,7.812970708546728149e-01
2.998062590607863065e+00,1.351033051516626671e+01,1.207341018957966083e+00,-3.351138355116682899e-01,3.415747040719078198e-01,3.404857470368582995e+00,5.553008296517940590e-01,1.256165495216662098e+00,8.165963981201894706e-01
3.097998010294791715e+00,1.354158472348212960e+01,1.302258337553538814e+00,-3.011281271877672694e-01,3.386413914179394746e-01,3.421117191277178282e+00,5.508948473336362506e-01,1.242139164305480881e+00,8.482831247620357118e-01
3.197933429981720366e+00,1.356960920403487592e+01,1.398179209040226745e+00,-2.674162438592495583e-01,3.360974116915404486e-01,3.437171897359158290e+00,5.424335176796862834e-01,1.220095877791040229e+00,8.765392379061326400e-01
3.297868849668649016e+00,1.359439635287862558e+01,1.494987031519976028e+00,-2.339395369359840160e-01,3.339298148765680319e-01,3.452907078749543945e+00,5.302419148061191523e-01,1.195265482396388412e+00,9.014211274700322241e-01
3.397804269355577667e+00,1.361593942868054263e+01,1.592568271230889954e+00,-2.006609164440769089e-01,3.321349794004003209e-01,3.468219599601820136e+00,5.144982319933482096e-01,1.173650330313060985e+00,9.229311173173300187e-01
3.497739689042506761e+00,1.363423199565625410e+01,1.690810647985323323e+00,-1.675433142812909892e-01,3.307040648786905845e-01,3.483013118629771476e+00,4.954389935669967771e-01,1.156301889372757241e+00,9.411075503801097364e-01
3.597675108729435411e+00,1.364926806890593092e+01,1.789604011101399550e+00,-1.345507044942966246e-01,3.296345748312368706e-01,3.497199478446984422e+00,4.732036506322895297e-01,1.146094256768650954e+00,9.560728293299527447e-01
3.697610528416364062e+00,1.366104180194411200e+01,1.888838979012067432e+00,-1.016470737967707372e-01,3.289215906933558586e-01,3.510695629486627833e+00,4.479611418225817321e-01,1.142820939632204214e+00,9.678095187234674324e-01
3.797545948103293156e+00,1.366954752644664772e+01,1.988407382199351536e+00,-6.879697881349455812e-02,3.285634889288240323e-01,3.523424211235351766e+00,4.198326543052054438e-01,1.148434066960335009e+00,9.764540430465200593e-01
3.897481367790221807e+00,1.367477961405596609e+01,2.088201340384517657e+00,-3.596497566509548882e-02,3.285592525290106924e-01,3.535311934940394529e+00,-2.421884085737231185e-01,1.160292991268508711e+00,9.719198217932045747e-01
3.997416787477150457e+00,1.367673246808397458e+01,2.188113278529574490e+00,-3.115743685543126418e-03,3.289078982123478934e-01,3.528459164681341242e+00,-4.961879667165486896e-01,1.163655227809338388e+00,9.570313506602307063e-01
4.097352207164079552e+00,1.367540049821838011e+01,2.288035429447323299e+00,2.978605319703242493e-02,3.296124119140246833e-01,3.514377693337598973e+00,-5.225907235664156714e-01,1.165166961068629270e+00,9.424878729898777951e-01
4.197287626851007758e+00,1.367077811966919931e+01,2.387859423862982222e+00,6.277606687788650497e-02,3.306722753021456018e-01,3.499485665760140307e+00,-5.462412238453251412e-01,1.169974697717773182e+00,9.308605675338925689e-01
4.297223046537936852e+00,1.366285978488872921e+01,2.487476211260156056e+00,9.588998379808799655e-02,3.320947389737299860e-01,3.483851637620368535e+00,-5.669762478838911157e-01,1.178308971072218991e+00,9.200603575217588537e-01
4.397158466224865947e+00,1.365164004611201598e+01,2.586775219613494770e+00,1.291642541181505788e-01,3.338795773685357404e-01,3.467549597969801223e+00,-5.847526723311829988e-01,1.194976863737637673e+00,8.994894001284130525e-01
4.497093885911794153e+00,1.363711359121292688e+01,2.685644692616720342e+00,1.626353839455279005e-01,3.360387045158421682e-01,3.450655764769298361e+00,-5.993451459207304044e-01,1.216747066203470284e+00,8.698068212966516555e-01
4.597029305598723248e+00,1.361927542922229328e+01,2.783970409077370256e+00,1.963411182329248827e-01,3.385720756782640284e-01,3.433254081705251259e+00,-6.107080363515250410e-01,1.247914524075862452e+00,8.392650779857959709e-01
4.696964725285651454e+00,1.359812087707636508e+01,2.881636440141408073e+00,2.303192925425585624e-01,3.414969682507491555e-01,3.415431284875722451e+00,-6.185338266571255295e-01,1.284406157577749896e+00,8.125426624576246315e-01
4.796900144972580549e+00,1.357364593371828398e+01,2.978523412693407479e+00,2.646094997045600472e-01,3.448132529657159107e-01,3.397284796214874891e+00,-6.226189664488271935e-01,1.317701493397482659e+00,7.834796861027357728e-01
4.896835564659509643e+00,1.354584716329958738e+01,3.074509695665025966e+00,2.992514536817827420e-01,3.485443466040910598e-01,3.378920036218456158e+00,-6.179528411731491921e-01,1.345655033915392984e+00,7.529332229195143666e-01
4.996770984346437849e+00,1.351472233501527498e+01,3.169469186093062607e+00,3.342872158048844078e-01,3.526899516176342786e-01,3.360593676435727151e+00,-6.081286481044069214e-01,1.377008747905189345e+00,7.219586823889908578e-01
5.096706404033366944e+00,1.348027014152617120e+01,3.263272940329203120e+00,3.697590012556950523e-01,3.572806386103310472e-01,3.342460571907450273e+00,-5.928648194737690114e-01,1.411771019117197268e+00,6.877641587549824242e-01
5.196641823720295150e+00,1.344249119584090124e+01,3.355786458322877586e+00,4.057120646916285711e-01,3.623162743592370227e-01,3.324687396681442308e+00,-5.712708346617847432e-01,1.451777732044551072e+00,6.504579181949805555e-01
5.296577243407224245e+00,1.340138751032951170e+01,3.446871772156381741e+00,4.421920368495664277e-01,3.678382337807748481e-01,3.307471225032618811e+00,-5.429499180948624826e-01,1.499310176540442630e+00,6.144807769190897551e-01
5.396512663094153339e+00,1.335696395246714374e+01,3.536384191676674948e+00,4.792483382785968082e-01,3.738422900723085696e-01,3.291025075649102849e+00,-5.067574240299003163e-01,1.550595325778334699e+00,5.806622045230973583e-01
5.496448082781081546e+00,1.330922743858981683e+01,3.624174902914717666e+00,5.169301889319322107e-01,3.803743237445925685e-01,3.275600710839371210e+00,-4.619058194399858208e-01,1.608454136902281117e+00,5.496862370386410568e-01
5.596383502468010640e+00,1.325818902818488176e+01,3.710087170117456257e+00,5.552918448504899906e-01,3.874402520000831962e-01,3.261477964513673555e+00,-4.065422500752912116e-01,1.671303542569489098e+00,5.244724504238618135e-01
5.696318922154939735e+00,1.320386262147517265e+01,3.793959384899449727e+00,5.943892003414097402e-01,3.951161196270258635e-01,3.248997164086907752e+00,-3.397649569670210812e-01,1.735632892488284895e+00,4.878683994291622139e-01
5.796254341841867941e+00,1.314626774576145252e+01,3.875620624171378648e+00,6.342838014515268519e-01,4.033822015012486495e-01,3.238529522037115527e+00,-2.592560357131956650e-01,1.791073141955461301e+00,4.565539538466109604e-01
5.896189761528797035e+00,1.308542789641113480e+01,3.954894353190530953e+00,6.750361973591627596e-01,4.123106995369135719e-01,3.230519423194234907e+00,-1.702014457508447820e-01,1.783097613935791026e+00,4.111288336282394873e-01
5.996125181215726130e+00,1.302137444995592475e+01,4.031593474499203467e+00,7.167104909065975527e-01,4.213526854389002541e-01,3.225249980669769201e+00,-9.907982735282419573e-02,1.712700492313570688e+00,3.722696598296143522e-01
6.096060600902654336e+00,1.295415047794620023e+01,4.105530626332780209e+00,7.591597199743569391e-01,4.283148941697755285e-01,3.222178497469114777e+00,-4.010576714849825586e-02,1.643839454838571301e+00,3.474007740709960657e-01
6.195996020589583431e+00,1.288382527047537707e+01,4.176521680644804668e+00,8.023250875391809700e-01,4.337592597017749241e-01,3.220934382474846203e+00,-4.010576714850749847e-02,1.577095023925377593e+00,3.343493635210081361e-01
6.295931440276511637e+00,1.281049772117006036e+01,4.244408221093373790e+00,8.454071617101739378e-01,4.285733796775783033e-01,3.219689786744200255e+00,2.352068947829851625e-02,1.512819889836978682e+00,3.314065033578397212e-01
6.395866859963440731e+00,1.273432955234290098e+01,4.309092997189148733e+00,8.880074326118116979e-01,4.236361776433544835e-01,3.220419758791327691e+00,7.815747872614749181e-02,1.451054664234736169e+00,3.378338687759716019e-01
6.495802279650369826e+00,1.265549398549967641e+01,4.370497744796451478e+00,9.299893033416211097e-01,4.166600996767708120e-01,3.222844213375808398e+00,1.512535463689099191e-01,1.391729955540075059e+00,3.520525652367103575e-01
6.595737699337298032e+00,1.257416961247896126e+01,4.428567550085215743e+00,9.713104131617487091e-01,4.104156069717987965e-01,3.227530944384725764e+00,2.094172133309750161e-01,1.335348027600993026e+00,3.690220582734402011e-01
6.695673119024227127e+00,1.249053258526297228e+01,4.483253303125235512e+00,1.012040349786014648e+00,4.048169359585410132e-01,3.234008718474450372e+00,2.552297727658773829e-01,1.281980833842427669e+00,3.901400168719230122e-01
6.795608538711155333e+00,1.240475136528523414e+01,4.534511517785841939e+00,1.052244231844879696e+00,3.998954682153543772e-01,3.241886083761221560e+00,2.895579481076923090e-01,1.231700234260704629e+00,4.125724292169381524e-01
6.895543958398084428e+00,1.231699074048699138e+01,4.582300970192353162e+00,1.091988884653339653e+00,3.956119778636456030e-01,3.250799835459010190e+00,3.139153414805552766e-01,1.184552205802971381e+00,4.362751615865012589e-01
6.995479378085013522e+00,1.222740908156901440e+01,4.626584073646532680e+00,1.131336578452017516e+00,3.919536015807078555e-01,3.260435874697488412e+00,3.293044156981423387e-01,1.140755462213355331e+00,4.502836816001178355e-01
7.095414797771941728e+00,1.213616205005547499e+01,4.667324645135783712e+00,1.170348304241754178e+00,3.888812478401473816e-01,3.270513788839527702e+00,3.368999245793681818e-01,1.100369157556687849e+00,4.708553556007773477e-01
7.195350217458870823e+00,1.204340044223170025e+01,4.704488902944449435e+00,1.209082509401751437e+00,3.864020335849546184e-01,3.280792116806572345e+00,3.371944709832158105e-01,1.063443429952997121e+00,4.942326000934010310e-01
7.295285637145799917e+00,1.194927327767073066e+01,4.738043814028693568e+00,1.247597831073040897e+00,3.844954460364017890e-01,3.291047288576660623e+00,3.309434182894849252e-01,1.030094710856029216e+00,5.076851838136551276e-01
7.395221056832728124e+00,1.185392615008362682e+01,4.767957666166990904e+00,1.285951055461012960e+00,3.831582491198650131e-01,3.301081367438034153e+00,3.186197173132631066e-01,1.000275267581643091e+00,5.191136358238170878e-01
7.495156476519657218e+00,1.175750379562472325e+01,4.794199047091386667e+00,1.324198558881029442e+00,3.823781681193011428e-01,3.310713062889477420e+00,3.961184868313564339e-02,9.741123939838695067e-01,5.323146780342805640e-01
7.595091896206586313e+00,1.166014903715604234e+01,4.816737149841610055e+00,1.362395993128755922e+00,3.821555936525743991e-01,3.311908549195233142e+00,-3.823070696040653527e-01,9.519234809089357485e-01,5.497787382604640838e-01
7.695027315893514519e+00,1.156200475194027888e+01,4.835541175695591498e+00,1.400598988496302599e+00,3.824903930017963805e-01,3.300352436230432396e+00,-4.107895686078767983e-01,9.409071358802734153e-01,5.680464869032821884e-01
7.794962735580443614e+00,1.146321343855876407e+01,4.850580425558818298e+00,1.438863248980196019e+00,3.833797656562687450e-01,3.287890105743874969e+00,-4.350935792596435925e-01,9.388587297056775194e-01,5.831244225444319751e-01
7.894898155267371820e+00,1.136391857147174633e+01,4.861824068289262613e+00,1.477244429745758314e+00,3.848341151998904142e-01,3.274638732525416707e+00,-4.548978004702797229e-01,9.458032416577261126e-01,5.943484404282803890e-01
7.994833574954300914e+00,1.126426485467841587e+01,4.869241124921102504e+00,1.515799155681408106e+00,3.868499625263396302e-01,3.260726609721574132e+00,-4.700786202822189175e-01,9.481376670024486142e-01,6.016686665237332976e-01
8.094768994641230009e+00,1.116439891750471425e+01,4.872800485588965280e+00,1.554584196760691039e+00,3.894499005460239083e-01,3.246287574282173516e+00,-4.801468724996336701e-01,9.444955842839896087e-01,6.051067854711583704e-01
8.194704414328159103e+00,1.106447031529211067e+01,4.872470881101448548e+00,1.593658158404266167e+00,3.926280154790141030e-01,3.231472676119914844e+00,-4.829753948959700782e-01,9.447603806900976009e-01,6.046706128338454889e-01
8.294639834015086421e+00,1.096463152817112885e+01,4.868221062076657724e+00,1.633079939402147573e+00,3.964203026214701553e-01,3.216501664687091200e+00,-4.742667321947117709e-01,9.493967998516386064e-01,5.849204018647066183e-01
8.394575253702015516e+00,1.086503977917550756e+01,4.860019878035706675e+00,1.672911234546113235e+00,4.008184199158636996e-01,3.201732479312407342e+00,-4.575661241909771970e-01,9.600008394709800275e-01,5.594140583579912951e-01
8.494510673388944610e+00,1.076585629086056350e+01,4.847836514722939860e+00,1.713214300517352129e+00,4.058745902076136280e-01,3.187418507785396038e+00,-4.323932243661828267e-01,9.792141758931315332e-01,5.342077586458423566e-01
8.594446093075873705e+00,1.066724899673224591e+01,4.831640817063296289e+00,1.754055238416928120e+00,4.115760218319315933e-01,3.173832690467353945e+00,-3.971233672383978619e-01,1.004592911098726837e+00,5.153215123608047010e-01
8.694381512762802799e+00,1.056939100614374460e+01,4.811403490445651521e+00,1.795500878468500261e+00,4.179934638027675287e-01,3.161303618182589315e+00,-3.509318112676615420e-01,1.038785378025940620e+00,4.947889551876342717e-01
8.794316932449731894e+00,1.047246429283426927e+01,4.787096845070590412e+00,1.837623248373048135e+00,4.251124678038450955e-01,3.150190395936930621e+00,-2.914049850370557526e-01,1.078363832606683559e+00,4.772575335422737375e-01
8.894252352136659212e+00,1.037665731757731891e+01,4.758694803977713050e+00,1.880496049673045178e+00,4.330321703624873675e-01,3.140932372989936550e+00,-2.173394474841696400e-01,1.107962127467090996e+00,4.631328917601638673e-01
8.994187771823588307e+00,1.028216979468491665e+01,4.726174252484520721e+00,1.924199326160826118e+00,4.417186438254729897e-01,3.134009628877754583e+00,-1.253683370306470646e-01,1.139214972906586132e+00,4.522370443268420859e-01
9.094123191510517401e+00,1.018920937655661518e+01,4.689514880277025455e+00,1.968813241563719174e+00,4.512884678006540695e-01,3.130009405600127081e+00,-4.475290963780083342e-02,1.173775846935185996e+00,4.214070160578750057e-01
9.194058611197446496e+00,1.009799746354578609e+01,4.648701769068772194e+00,2.014394818023646394e+00,4.591102229253360423e-01,3.128580201550142714e+00,-3.780961220153734870e-02,1.211535948749439928e+00,3.992778393296726458e-01
9.293994030884375590e+00,1.000874913294380164e+01,4.603753178957478376e+00,2.060317231825910866e+00,4.601011979540490793e-01,3.127372225783878523e+00,-3.780961220153802177e-02,1.251982589491109854e+00,3.870670184747728726e-01
9.393929450571302908e+00,9.921664698638391400e+00,4.554752181025470747e+00,2.106254886370775736e+00,4.514785463445671887e-01,3.126163783245735406e+00,5.971439601994741470e-02,1.297195816814409319e+00,3.871381197510255778e-01
9.493864870258232003e+00,9.836861888549655930e+00,4.501895991582245848e+00,2.149414816946497275e+00,4.124080927679223962e-01,3.128072116517216728e+00,4.784565638967559487e-01,1.313061241973541238e+00,4.015132574920731723e-01
9.593800289945161097e+00,9.754305020893218270e+00,4.445587284217164203e+00,2.188681114975725706e+00,3.715477807046059233e-01,3.143320645617063924e+00,8.828429698385797941e-01,1.242008868300053415e+00,4.146382237028215512e-01
9.693735709632090192e+00,9.673893244626334820e+00,4.386259676540086971e+00,2.223399329055609996e+00,3.233149797444287432e-01,3.171264613144009203e+00,1.348285361666914595e+00,1.175071643704389102e+00,4.287796285494062110e-01
9.793671129319019286e+00,9.595437017909537403e+00,4.324362457988168984e+00,2.253317773080848241e+00,2.755009135377526897e-01,3.213471981133688704e+00,1.799042930305104981e+00,1.114550443079601827e+00,4.548859025559959801e-01
9.893606549005946604e+00,9.518715591642433083e+00,4.260329831313359961e+00,2.278464939137918144e+00,2.277845608833091728e-01,3.268941479145956563e+00,2.254133242360450762e+00,1.056257346626944704e+00,4.902527632839597804e-01
9.993541968692875699e+00,9.443469275102495786e+00,4.194565288434422001e+00,2.298851352521549263e+00,1.802303767376577104e-01,3.337141575853810771e+00,2.726794659464562898e+00,9.958164153020572229e-01,5.360506393223323229e-01
1.009347738837980479e+01,9.369420503750244933e+00,4.127457032467286346e+00,2.314487518108200526e+00,1.326979929714994233e-01,3.417823961920711806e+00,3.232491923594927652e+00,9.314290857671359003e-01,5.728179640691472008e-01
1.019341280806673389e+01,9.296266640852760332e+00,4.059371264619683117e+00,2.325375296273379355e+00,8.520323544722645248e-02,3.511068428372982719e+00,3.785286293177978045e+00,8.725831408313301507e-01,6.144897286115929003e-01
1.029334822775366298e+01,9.223695826251503860e+00,3.990665720905147484e+00,2.331516995523523761e+00,3.771005842863944107e-02,3.617204702170637276e+00,-3.895320733862559504e+00,8.178581053069327034e-01,6.615215276541257516e-01
1.039328364744059030e+01,9.151383655911159209e+00,3.921686417777553668e+00,2.332912570511399331e+00,-9.777970069637693593e-03,3.507935123786909415e+00,-4.316232652503622980e+00,7.651649538272587980e-01,7.140046820986114540e-01
1.049321906712751939e+01,9.079004585084744505e+00,3.852778246420856423e+00,2.329562934544286978e+00,-5.725840944424537282e-02,3.382738504453030703e+00,-3.798088437012209440e+00,7.196609765883273946e-01,7.732490228605656268e-01
1.059315448681444849e+01,9.006232356913578485e+00,3.784285317401085091e+00,2.321468563987296285e+00,-1.047279765517514089e-01,3.268607144578153711e+00,-3.344862550502631038e+00,6.714435674958690869e-01,8.343334559792014993e-01
1.069308990650137758e+01,8.932747511740757318e+00,3.716558014653717823e+00,2.308630024648026247e+00,-1.522147659411620113e-01,3.164688322730724312e+00,-2.944806702997678549e+00,6.229381410069070313e-01,9.024439942265795045e-01
1.079302532618830668e+01,8.858241695830228579e+00,3.649956976610598147e+00,2.291045540224554866e+00,-1.996963371890768391e-01,3.070288454283456314e+00,-2.586234454743622901e+00,5.797656484156217260e-01,9.737697520355420577e-01
1.089296074587523577e+01,8.782421605520141838e+00,3.584856141544249919e+00,2.268711390140973450e+00,-2.473005640845448994e-01,2.984921831676517368e+00,-2.260720428342902988e+00,5.406206328290455998e-01,1.046851431453178938e+00
1.099289616556216309e+01,8.705017457357246968e+00,3.521650120173143605e+00,2.241615855833380522e+00,-2.949641089642319192e-01,2.908247969416737799e+00,-1.957002082388248798e+00,4.997885178913086257e-01,1.121955998153563616e+00
1.109283158524909219e+01,8.625783648900956280e+00,3.460753088318369919e+00,2.209742406076301791e+00,-3.429834123628527354e-01,2.840203972033215063e+00,-1.668119636110150683e+00,4.425576744710438826e-01,1.197997474896071113e+00
1.119276700493602128e+01,8.544511798393699564e+00,3.402608996536689911e+00,2.173056690072368013e+00,-3.912403462186548886e-01,2.780890168796297690e+00,-1.380599299698533899e+00,3.964720480620715914e-01,1.275636384870811657e+00
1.129270242462295037e+01,8.461028468142004044e+00,3.347686644675409440e+00,2.131514126830503564e+00,-4.402879064873272963e-01,2.730825624245933891e+00,-1.087007921411656586e+00,3.609665210351452602e-01,1.354201691064400137e+00
1.139263784430987947e+01,8.375213379849448359e+00,3.296491996697558324e+00,2.085039099843918997e+00,-4.898910135936733190e-01,2.690752200478448763e+00,-7.681329374112897401e-01,3.389821826282146122e-01,1.434546280195025947e+00
1.149257326399680679e+01,8.286994588471943146e+00,3.249559378749466099e+00,2.033544432481582120e+00,-5.409259223899415270e-01,2.662070628181850918e+00,-4.564695739122542339e-01,3.296231965915817907e-01,1.465112965921295807e+00
1.159250868368373588e+01,8.196373107987399820e+00,3.207463905765088441e+00,1.976968822648387913e+00,-5.880328289797955854e-01,2.644879027959888607e+00,-1.812273717192263156e-01,3.279529744628582599e-01,1.377536939313948050e+00
1.169244410337066498e+01,8.103435071313763061e+00,3.170756750737350416e+00,1.916294384422550401e+00,-6.266713434990716092e-01,2.638022555938255298e+00,-2.688219003429192025e-02,3.319980129510556321e-01,1.293771496542536426e+00
1.179237952305759407e+01,8.008395967705752128e+00,3.139940871084811569e+00,1.851970972769916735e+00,-6.471291158166851964e-01,2.637003989331954568e+00,-2.688219003429636461e-02,3.421325821964831260e-01,1.215211935039632651e+00
1.189231494274452317e+01,7.911563544747625798e+00,3.115298719111381676e+00,1.788350325213885483e+00,-6.265667479353856928e-01,2.635985029143049108e+00,1.357529262081172694e-01,3.581705369928356864e-01,1.140824735583014560e+00
1.199225036243145226e+01,7.813375145847401448e+00,3.096765239125016667e+00,1.726719823792074671e+00,-6.037533914423006687e-01,2.641126677229805875e+00,2.935758610567345550e-01,3.806119247604211053e-01,1.072385861611697022e+00
1.209218578211837958e+01,7.714250815358924207e+00,3.084179720239249800e+00,1.667984054146902650e+00,-5.720293373220806110e-01,2.652211789986664403e+00,5.019352680452462412e-01,3.928771440117044822e-01,1.009439806787882921e+00
1.219212120180530867e+01,7.614565288470022786e+00,3.077279805210627384e+00,1.612314795099656806e+00,-5.423842783185784944e-01,2.671057768428045875e+00,6.727884268640501597e-01,4.023709534549346767e-01,9.428241508926799019e-01
1.229205662149223777e+01,7.514653287795138858e+00,3.075791592220690429e+00,1.559538205500219377e+00,-5.140547952098034612e-01,2.696112087780874855e+00,8.200383066813021760e-01,4.196202590707793223e-01,8.817519937199770341e-01
1.239199204117916686e+01,7.414793568908125465e+00,3.079437272777486356e+00,1.509516628170150643e+00,-4.872595002402436148e-01,2.726338594993889863e+00,9.470856491394772370e-01,4.389522014182572485e-01,8.269637801870093341e-01
1.249192746086609596e+01,7.315230496830729123e+00,3.087939942418662209e+00,1.462119749303805616e+00,-4.614541477098147992e-01,2.760836275153907060e+00,1.062418648987409009e+00,4.605026196280512796e-01,7.832408570700126749e-01
1.259186288055302327e+01,7.216162845997569519e+00,3.101024675323225122e+00,1.417246495880037926e+00,-4.367583464474949495e-01,2.799029018310680073e+00,1.167700692162545018e+00,4.841459398555676974e-01,7.451423475231467863e-01
