0.000000000000000000e+00,5.000000000000000000e-01,6.011904761904761640e-01,7.023809523809523281e-01,8.035714285714286031e-01,9.047619047619047672e-01,1.005952380952380931e+00,1.107142857142857206e+00,1.208333333333333481e+00,1.309523809523809534e+00,1.410714285714285587e+00,1.511904761904761862e+00,1.613095238095238138e+00,1.714285714285714413e+00,1.815476190476190466e+00,1.916666666666666741e+00,2.017857142857142794e+00,2.119047619047619069e+00,2.220238095238095344e+00,2.321428571428571175e+00,2.422619047619047450e+00,2.523809523809523725e+00,2.625000000000000000e+00,2.726190476190476275e+00,2.827380952380952550e+00,2.928571428571428825e+00,3.029761904761904656e+00,3.130952380952380931e+00,3.232142857142857206e+00,3.333333333333333481e+00,3.434523809523809756e+00,3.535714285714285587e+00,3.636904761904761862e+00,3.738095238095238138e+00,3.839285714285714413e+00,3.940476190476190688e+00,4.041666666666666075e+00,4.142857142857142350e+00,4.244047619047618625e+00,4.345238095238094900e+00,4.446428571428571175e+00,4.547619047619047450e+00,4.648809523809523725e+00,4.750000000000000000e+00,4.851190476190476275e+00,4.952380952380952550e+00,5.053571428571428825e+00,5.154761904761905100e+00,5.255952380952381375e+00,5.357142857142857650e+00,5.458333333333333037e+00,5.559523809523809312e+00,5.660714285714285587e+00,5.761904761904761862e+00,5.863095238095238138e+00,5.964285714285714413e+00,6.065476190476190688e+00,6.166666666666666963e+00,6.267857142857143238e+00,6.369047619047619513e+00,6.470238095238094900e+00,6.571428571428571175e+00,6.672619047619047450e+00,6.773809523809523725e+00,6.875000000000000000e+00,6.976190476190476275e+00,7.077380952380952550e+00,7.178571428571428825e+00,7.279761904761905100e+00,7.380952380952381375e+00,7.482142857142857650e+00,7.583333333333333037e+00,7.684523809523809312e+00,7.785714285714285587e+00,7.886904761904761862e+00,7.988095238095238138e+00,8.089285714285715301e+00,8.190476190476189799e+00,8.291666666666667851e+00,8.392857142857142350e+00,8.494047619047620401e+00,8.595238095238094900e+00,8.696428571428571175e+00,8.797619047619047450e+00,8.898809523809523725e+00,9.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-03,1.499154945663048674e-03,2.157205590097896909e-03,2.928270483578361127e-03,3.808523840527573180e-03,4.793676222863303520e-03,5.879024947282603976e-03,7.059507632051298907e-03,8.329757826765664744e-03,9.684161680129203115e-03,1.111691451136718502e-02,1.262207657957114919e-02,1.419362685245781699e-02,1.582551444305045976e-02,1.751170630885882581e-02,1.924623343532696346e-02,2.102322784249239032e-02,2.283696206000134649e-02,2.468187902019697288e-02,2.655261957935997272e-02,2.844404452983017792e-02,3.035125425347180023e-02,3.226960128337245243e-02,3.419470206091120013e-02,3.612244338922816767e-02,3.804898193896692066e-02,3.997075704596052270e-02,4.188446852648779889e-02,4.378709673101625205e-02,4.567587129155862430e-02,4.754828287454753583e-02,4.940206306432556177e-02,5.123518465812847145e-02,5.304583238818291746e-02,5.483241502690860275e-02,5.659353006959783744e-02,5.832797410858563819e-02,6.003470240474857028e-02,6.171287309033665625e-02,6.336173413448155378e-02,6.498072202388469054e-02,6.656940408484167404e-02,6.812742980222774580e-02,6.965458002259292125e-02,7.115073815525908840e-02,7.261587671718919279e-02,7.405003169964594067e-02,7.545328428652607611e-02,7.682595847421004598e-02,7.816814088340741373e-02,7.948019455673882572e-02,8.076244008588800982e-02,8.201524993792282114e-02,8.323901682907641764e-02,8.443427441160430980e-02,8.560139595828304693e-02,8.674089288136856146e-02,8.785325867055762683e-02,8.893901374912292768e-02,8.999869260553812478e-02,9.103282334231613260e-02,9.204196313657078687e-02,9.302662370306204187e-02,9.398738047542264107e-02,9.492466938191637671e-02,9.583939953848846782e-02,9.673161372155821003e-02,9.760215044248037042e-02,9.845146860614269191e-02,9.928014210044616705e-02,1.000886539480056042e-01,1.008774027224204201e-01,1.016470446832423574e-01,1.023979613267550354e-01,1.031307883265487058e-01,1.038458901582804267e-01,1.045437627520406504e-01,1.052248548057305860e-01,1.058896060495120861e-01,1.065384546198970828e-01,1.071717976002486278e-01,1.077901102207340922e-01,1.083937717631997255e-01,1.089831957692893871e-01,1.095587091476246527e-01,1.101207330461951434e-01
4.000000000000000083e-03,2.998321156117551151e-03,4.314426937815482067e-03,5.856561651892725276e-03,7.617073534086416832e-03,9.587383525494815734e-03,1.175808604120291700e-02,1.411905611792056703e-02,1.665956045953641967e-02,1.936837116473645246e-02,2.223387847416698551e-02,2.524420229582665862e-02,2.838730057020021069e-02,3.165107046766043458e-02,3.502344599774617068e-02,3.849248685895051425e-02,4.204645684411474627e-02,4.567390025491085276e-02,4.936370214767612369e-02,5.310514257291520934e-02,5.688794396376970625e-02,6.070229738692496657e-02,6.453891908447127734e-02,6.838903884362318442e-02,7.224440596921002933e-02,7.609736400715891302e-02,7.994076966409410789e-02,8.376803407845430371e-02,8.757310087874822790e-02,9.135044195591529581e-02,9.509503373579039631e-02,9.880233569152710449e-02,1.024682851003077405e-01,1.060892755603061594e-01,1.096620951256416787e-01,1.131839558517012539e-01,1.166524423079559614e-01,1.200654835571587226e-01,1.234213283198183075e-01,1.267185812229408015e-01,1.299560485205636384e-01,1.331328463753162494e-01,1.362483206382774648e-01,1.393020294903156986e-01,1.422937411415277353e-01,1.452232375740653003e-01,1.480909619342684613e-01,1.508968441704679475e-01,1.536413463183871064e-01,1.563249391413774336e-01,1.589483132222434258e-01,1.615119748544453782e-01,1.640167940448276629e-01,1.664635643039935331e-01,1.688531992543633453e-01,1.711865286782499607e-01,1.734645938304740231e-01,1.756884275128368089e-01,1.778590643432241825e-01,1.799774996241509106e-01,1.820448138377752656e-01,1.840621635717621662e-01,1.860305379980950469e-01,1.879510436243563287e-01,1.898248649291572887e-01,1.916530637646035595e-01,1.934366771104742144e-01,1.951767443471742192e-01,1.968744497090278434e-01,1.985307319926979119e-01,2.001466935011600723e-01,2.017233134465680200e-01,2.032616566695051308e-01,2.047626552524283439e-01,2.062272756674460306e-01,2.076565036048726165e-01,2.090512979663089466e-01,2.104125516262923268e-01,2.117410817454019323e-01,2.130378049080222658e-01,2.143035786234093187e-01,2.155392488657530692e-01,2.167456141023648974e-01,2.179234921012658810e-01,2.190736923534527814e-01,2.201968187210046612e-01
6.000000000000000125e-03,4.497509896244848530e-03,6.471679805834769719e-03,8.784894276103025548e-03,1.142567502857275673e-02,1.438115309802739938e-02,1.763721944925647142e-02,2.117868615064993909e-02,2.498945266512694885e-02,2.905267618183841882e-02,3.335094123501523150e-02,3.786642688124718104e-02,4.258106801543488917e-02,4.747671000825914173e-02,5.253525099303336249e-02,5.773877907989587860e-02,6.306968800906541384e-02,6.851079074140341285e-02,7.404541367409597785e-02,7.965747431620534558e-02,8.533154473549307839e-02,9.105292458008464040e-02,9.680763823707468074e-02,1.025826106629302292e-01,1.083654107313975212e-01,1.141445395528535578e-01,1.199092929317879530e-01,1.256497928886443072e-01,1.313569206034569115e-01,1.370224156319695130e-01,1.426387176299413750e-01,1.481990237285020495e-01,1.536972405350646165e-01,1.591279330436243256e-01,1.644863078860643035e-01,1.697682045389005967e-01,1.749698996381597871e-01,1.800883851732707763e-01,1.851210235009440874e-01,1.900656565339765569e-01,1.949205675579268604e-01,1.996843873970242655e-01,2.043561386541370151e-01,2.089351911391210126e-01,2.134211484624921051e-01,2.178139192550216652e-01,2.221136472521573757e-01,2.263207013252500899e-01,2.304356357419783119e-01,2.344591507829733301e-01,2.383921893921453483e-01,2.422357298747510324e-01,2.459909083581705291e-01,2.496589809462059217e-01,2.532412351213550461e-01,2.567391098833400886e-01,2.601540379987956619e-01,2.634875384097267736e-01,2.667411809475707662e-01,2.699164833741402592e-01,2.730152152636452501e-01,2.760388582477770747e-01,2.789890543213645602e-01,2.818674835550043500e-01,2.846758190395948240e-01,2.874156464113595266e-01,2.900886751606652769e-01,2.926963886200232845e-01,2.952404084822635166e-01,2.977224157126062143e-01,3.001438887157881208e-01,3.025064165965369867e-01,3.048115382477223356e-01,3.070605173595339354e-01,3.092551295980828785e-01,3.113965828229586785e-01,3.134863412441140640e-01,3.155256761004081034e-01,3.175162083814957459e-01,3.194588554144471293e-01,3.213551897389674283e-01,3.232065871429346537e-01,3.250137038530641620e-01,3.267782760472799364e-01,3.285010825539529389e-01,3.301835382298890509e-01
8.000000000000000167e-03,5.996732432131133238e-03,8.628979987098146440e-03,1.171328877920039049e-02,1.523435397535427387e-02,1.917501579682006838e-02,2.351646133605508893e-02,2.823843865130493125e-02,3.331947929471149039e-02,3.873712453581056037e-02,4.446815207379669482e-02,5.048879910316968200e-02,5.677497604380474239e-02,6.330247359807530949e-02,7.004715410977098433e-02,7.698512870460724744e-02,8.409292201822292367e-02,9.134761269476728007e-02,9.872695740586538704e-02,1.062095131378649748e-01,1.137747062952713106e-01,1.214029234849860195e-01,1.290755655243339406e-01,1.367750688516413404e-01,1.444849770222956520e-01,1.521899070593548675e-01,1.598755818590134603e-01,1.675288043927506965e-01,1.751374635631541832e-01,1.826904783934587828e-01,1.901777939823370289e-01,1.975903307934790687e-01,2.049199540033170841e-01,2.121594130099738462e-01,2.193023260262429996e-01,2.263430854010341775e-01,2.332768410049150254e-01,2.400994845034868930e-01,2.468075249032025409e-01,2.533981191253250609e-01,2.598688724580319187e-01,2.662180853585904283e-01,2.724444059971974919e-01,2.785469723061645420e-01,2.845252897477719145e-01,2.903792405788967468e-01,2.961090188875902252e-01,3.017150997801792411e-01,3.071982480265121884e-01,3.125594430236499632e-01,3.177998388328995283e-01,3.229208216328102177e-01,3.279239132883672858e-01,3.328107691131079182e-01,3.375831200151515055e-01,3.422429741763395872e-01,3.467920375537932309e-01,3.512325072538097226e-01,3.555664494039219026e-01,3.597959564247052988e-01,3.639231829867582424e-01,3.679503096758058867e-01,3.718795169544120705e-01,3.757129970938612451e-01,3.794529352006336675e-01,3.831015662002399402e-01,3.866610728444883072e-01,3.901334743982095010e-01,3.935210262308186935e-01,3.968258884559205946e-01,4.000499406941689928e-01,4.031954390947558031e-01,4.062642940642892109e-01,4.092585160484376594e-01,4.121800788614192745e-01,4.150308302205465427e-01,4.178127159712253236e-01,4.205274958513736672e-01,4.231769515730894882e-01,4.257628871350249145e-01,4.282869928425163120e-01,4.307509050485222035e-01,4.331562671612221305e-01,4.355046613069973316e-01,4.377976162576223684e-01,4.400367892367745837e-01
1.000000000000000021e-02,7.496000030321726959e-03,1.078634314460049336e-02,1.464176612369371029e-02,1.904313644361262450e-02,2.396900293331468215e-02,2.939584783476665436e-02,3.529835456162293966e-02,4.164968500541139929e-02,4.842176402553154818e-02,5.558556095800564617e-02,6.311136844450582206e-02,7.096907126912857522e-02,7.912839982164132646e-02,8.755918796102314661e-02,9.623155884123442416e-02,1.051161617444548724e-01,1.141843301326774113e-01,1.234082818523456054e-01,1.327611690719953663e-01,1.422172789998134845e-01,1.517520806473091621e-01,1.613423176103836454e-01,1.709660319772117743e-01,1.806026239850340442e-01,1.902328655185857864e-01,1.998388355068257960e-01,2.094041942730433259e-01,2.189136349836073858e-01,2.283533428912806473e-01,2.377107266042024769e-01,2.469744682854546070e-01,2.561343557415217687e-01,2.651813272877120431e-01,2.741074351870708137e-01,2.829055620819782568e-01,2.915697730100438867e-01,3.000948539537386939e-01,3.084764474285557334e-01,3.167109867233818266e-01,3.247955723556334440e-01,3.327279509835392446e-01,3.405066069995247302e-01,3.481302226600614391e-01,3.555983778501348169e-01,3.629108698202240246e-01,3.700679616528599336e-01,3.770702489720366701e-01,3.839186989886673174e-01,3.906144941678841298e-01,3.971591713535933543e-01,4.035544233242269740e-01,4.098021848308262549e-01,4.159043767767627853e-01,4.218635079592230608e-01,4.276817241061919295e-01,4.333615278734271881e-01,4.389053925118579502e-01,4.443160063539302596e-01,4.495960069153138727e-01,4.547481373205776722e-01,4.597749863259357750e-01,4.646793926141434827e-01,4.694641458995858496e-01,4.741319207434684935e-01,4.786854692305543835e-01,4.831275486086340498e-01,4.874608452486186017e-01,4.916880399684407377e-01,4.958117697728611772e-01,4.998346414488930023e-01,5.037592388007986477e-01,5.075880559347483167e-01,5.113236591793105523e-01,5.149683270628134801e-01,5.185246075786460462e-01,5.219947662722019821e-01,5.253811476740327668e-01,5.286858099533153776e-01,5.319112297436383585e-01,5.350594202091337737e-01,5.381323442506906751e-01,5.411319941155637858e-01,5.440606833716147284e-01,5.469200436282908306e-01,5.497121015470284311e-01
1.200000000000000025e-02,8.995323958734523576e-03,1.294378513709660769e-02,1.757034689863702648e-02,2.285204821187243607e-02,2.876314553134904153e-02,3.527541512123223005e-02,4.235847411462978496e-02,4.998011479417410058e-02,5.810664247193914056e-02,6.670321670358977939e-02,7.573418424157513096e-02,8.516340216750865888e-02,9.495454197781912076e-02,1.050713859078771517e-01,1.154780855132557377e-01,1.261394080056000289e-01,1.370209480841313721e-01,1.480893255816173038e-01,1.593123416989049301e-01,1.706591156710696167e-01,1.821001931357517090e-01,1.936076272211799676e-01,2.051551261160256268e-01,2.167178731857611895e-01,2.282728107523848138e-01,2.397984763762068539e-01,2.512750790059959938e-01,2.626843451378339522e-01,2.740096996462825230e-01,2.852360138055501926e-01,2.963496424515567051e-01,3.073383634221977245e-01,3.181912886138318353e-01,3.288988147903320058e-01,3.394525043116067842e-01,3.498451941734762594e-01,3.600705523401117047e-01,3.701233964459851311e-01,3.799994802617096545e-01,3.896952790581459936e-01,3.992081369805679514e-01,4.085361078686697289e-01,4.176778601373183908e-01,4.266326899268117478e-01,4.354004159363612514e-01,4.439814185672630309e-01,4.523763670919863089e-01,4.605864305612765164e-01,4.686130910454742171e-01,4.764581680921669005e-01,4.841236986550666033e-01,4.916120250150950999e-01,4.989255997912067087e-01,5.060671630493159823e-01,5.130394581444281954e-01,5.198454059176890185e-01,5.264884122879092132e-01,5.329711755484963787e-01,5.392969968876148990e-01,5.454693057537906009e-01,5.514912701569087972e-01,5.573662280108307998e-01,5.630974622767396243e-01,5.686883074475161948e-01,5.741420479801176979e-01,5.794619794790393241e-01,5.846513315557589907e-01,5.897133712852726806e-01,5.946512038517460796e-01,5.994680238066046885e-01,6.041669019472717395e-01,6.087508933517399301e-01,6.132229592064464274e-01,6.175861668000778293e-01,6.218431204943009050e-01,6.259968110571605404e-01,6.300500558792528905e-01,6.340054097406959688e-01,6.378654525602290848e-01,6.416330418008119318e-01,6.453102670473570557e-01,6.488998597704382920e-01,6.524041942161961094e-01,6.558255147449640887e-01,6.591661069568178766e-01
1.400000000000000029e-02,1.049471548782629667e-02,1.510132171173913206e-02,2.049905179931452159e-02,2.666111517569949227e-02,3.355747468063442762e-02,4.115519935744696434e-02,4.941883896852214408e-02,5.831081318858510887e-02,6.779180748072682894e-02,7.782116941614151961e-02,8.835729427916480527e-02,9.935801217040184097e-02,1.107809294624576141e-01,1.225837799111720444e-01,1.347247312658715890e-01,1.471626595592544218e-01,1.598574157044785893e-01,1.727700355416302569e-01,1.858629545932215799e-01,1.991000695123505693e-01,2.124470547121788400e-01,2.258712803654998047e-01,2.393419731967128261e-01,2.528302552370137457e-01,2.663091389537966536e-01,2.797535929386142928e-01,2.931404676070872850e-01,3.064484967872849741e-01,3.196582453716067529e-01,3.327520846304102276e-01,3.457140612181350825e-01,3.585299022536305169e-01,3.711869007949645249e-01,3.836738329704020289e-01,3.959808422831453401e-01,4.080995750877960404e-01,4.200226152188254458e-01,4.317440469199525510e-01,4.432586981251072644e-01,4.545626014269834592e-01,4.656526347967251400e-01,4.765265198670173286e-01,4.871827486292510945e-01,4.976204905180089955e-01,5.078395578194049298e-01,5.178403287446455838e-01,5.276237025968951722e-01,5.371910054962827363e-01,5.465440205604372714e-01,5.556848436129645519e-01,5.646158314336241490e-01,5.733399112243061646e-01,5.818597579418054444e-01,5.901786778573862025e-01,5.982999309856777970e-01,6.062269419574007889e-01,6.139633755602138532e-01,6.215130519904296102e-01,6.288792890802774593e-01,6.360662812909883002e-01,6.430778450720534556e-01,6.499177077894940924e-01,6.565898181101043063e-01,6.630980562158624858e-01,6.694462716772219268e-01,6.756383186584653533e-01,6.816779806937532937e-01,6.875690773510312326e-01,6.933152873646672987e-01,6.989203368493883683e-01,7.043877737753424517e-01,7.097212015203191449e-01,7.149241742459402360e-01,7.199999009929883842e-01,7.249520168518363006e-01,7.297835981089155766e-01,7.344981310940952302e-01,7.390983011120226820e-01,7.435876472331457432e-01,7.479690432345097451e-01,7.522451886252904396e-01,7.564192180821841527e-01,7.604938328115109503e-01,7.644717277072147210e-01,7.683555203090174368e-01
1.600000000000000033e-02,1.199418589212132395e-02,1.725896862191233019e-02,2.342790153557110233e-02,3.047036320322185632e-02,3.835202152563537553e-02,4.703523672525612015e-02,5.647948941442755555e-02,6.664182527720763360e-02,7.747730697839026737e-02,8.893946716043178713e-02,1.009807516097975116e-01,1.135529512748362502e-01,1.266076080898729805e-01,1.400964075132092312e-01,1.539715108711639246e-01,1.681859181536592696e-01,1.826937140233298729e-01,1.974503594630045433e-01,2.124128543464248176e-01,2.275399904870578083e-01,2.427924427600126611e-01,2.581329154567467143e-01,2.735262019160902280e-01,2.889392683242909543e-01,3.043412486753400148e-01,3.197035028839780857e-01,3.349995233395853811e-01,3.502050009174101919e-01,3.652976959715109051e-01,3.802574489872320718e-01,3.950659314805860522e-01,4.097068940946705373e-01,4.241657763626022204e-01,4.384297167079811985e-01,4.524875135380095337e-01,4.663294509648907016e-01,4.799472462487160418e-01,4.933339272740034365e-01,5.064837664243105886e-01,5.193921594544539388e-01,5.320555380098539455e-01,5.444713438602091227e-01,5.566378167014989220e-01,5.685540547931321465e-01,5.802198560616446121e-01,5.916356643946785177e-01,6.028025178883766877e-01,6.137219820537763715e-01,6.243962415516723929e-01,6.348272423551483135e-01,6.450182373946328207e-01,6.549722923293870291e-01,6.646926751379965692e-01,6.741830433355004981e-01,6.834472151857973188e-01,6.924891812908131605e-01,7.013130816798405220e-01,7.099230755684229344e-01,7.183235208276560479e-01,7.265188957805389647e-01,7.345133879797410836e-01,7.423115974755322144e-01,7.499181631030652495e-01,7.573371483492309375e-01,7.645732321815417176e-01,7.716307205262056268e-01,7.785141128740916683e-01,7.852276238117064100e-01,7.917755488498224858e-01,7.981621367496036790e-01,8.043914945256664950e-01,8.104677053611115678e-01,8.163948006945128677e-01,8.221767491877753908e-01,8.278173309490408638e-01,8.333202524647174148e-01,8.386894387993987232e-01,8.439281969507638204e-01,8.490403370390244842e-01,8.540291404077828830e-01,8.588979220114904001e-01,8.636500686257088111e-01,8.682887020527892963e-01,8.728169882516455536e-01,8.772379145615828433e-01
