x_m,y_m,w_tr_right_m,w_tr_left_m
-1.685012,4.143671,0.785581,0.833293
-1.781792,4.119251,0.784229,0.839999
-1.877938,4.092365,0.782546,0.855195
-1.974449,4.066874,0.784035,0.829561
-2.071323,4.042743,0.796727,0.816083
-2.167993,4.017849,0.802797,0.813915
-2.264730,3.993245,0.805427,0.806591
-2.362099,3.971198,0.796460,0.796926
-2.459774,3.950547,0.796754,0.801126
-2.557569,3.930475,0.799105,0.794844
-2.655612,3.911660,0.798918,0.789407
-2.753674,3.893021,0.795190,0.785656
-2.852092,3.876315,0.782697,0.792100
-2.950235,3.858023,0.784442,0.790147
-3.048856,3.842622,0.790097,0.803612
-3.147262,3.825798,0.779684,0.793359
-3.245416,3.807630,0.783341,0.793515
-3.343826,3.790828,0.786692,0.797297
-3.441832,3.771884,0.780441,0.791488
-3.539959,3.753505,0.769449,0.793420
-3.637955,3.734437,0.765044,0.796645
-3.735920,3.715208,0.773769,0.787125
-3.833652,3.694828,0.773575,0.789034
-3.931341,3.674243,0.772657,0.798769
-4.029130,3.654140,0.760229,0.802671
-4.126790,3.633418,0.761440,0.810810
-4.224806,3.614532,0.759910,0.817597
-4.322802,3.595549,0.760855,0.810772
-4.420721,3.576157,0.759508,0.806718
-4.518562,3.556402,0.750526,0.804528
-4.615873,3.534096,0.757342,0.802669
-4.713503,3.513313,0.766984,0.799172
-4.811319,3.493410,0.760341,0.808973
-4.908924,3.472488,0.753104,0.810063
-5.006939,3.453518,0.747268,0.815336
-5.104584,3.432785,0.756490,0.803423
-5.202465,3.413137,0.776217,0.804756
-5.300168,3.392666,0.779464,0.815753
-5.397419,3.370101,0.779735,0.815805
-5.495168,3.349894,0.790307,0.826531
-5.592950,3.329792,0.786541,0.841907
-5.691218,3.312268,0.780893,0.824575
-5.789818,3.296633,0.753503,0.811103
-5.888443,3.281144,0.738550,0.809952
-5.987131,3.266058,0.736532,0.821433
-6.085385,3.248493,0.743497,0.841568
-6.182744,3.226426,0.762232,0.858508
-6.278759,3.199266,0.782876,0.881409
-6.372182,3.164160,0.791779,0.906840
-6.462098,3.121007,0.820845,0.934001
-6.546569,3.067911,0.868948,0.960140
-6.623996,3.005060,0.909107,0.975744
-6.691071,2.931369,0.970077,0.985204
-6.744655,2.847284,1.048306,0.987704
-6.786657,2.756849,1.095691,0.985553
-6.814200,2.660969,1.062146,0.970187
-6.829020,2.562300,1.039216,0.951945
-6.833504,2.462601,1.010541,0.933596
-6.830062,2.362854,0.999009,0.917793
-6.822708,2.263305,0.982296,0.900822
-6.810209,2.164271,0.962082,0.886996
-6.794296,2.065716,0.943427,0.871037
-6.779687,1.966969,0.926503,0.851432
-6.764494,1.868305,0.920747,0.814087
-6.750983,1.769394,0.906838,0.789364
-6.739219,1.670262,0.899004,0.778538
-6.726548,1.571237,0.893197,0.779525
-6.714516,1.472137,0.883710,0.791047
-6.701706,1.373129,0.869409,0.780851
-6.687789,1.274270,0.845241,0.782235
-6.672563,1.175607,0.833742,0.794935
-6.657274,1.076951,0.833950,0.805269
-6.641177,0.978424,0.821542,0.817201
-6.624696,0.879963,0.813401,0.800709
-6.612326,0.780912,0.804835,0.788335
-6.595548,0.682501,0.798401,0.774133
-6.576546,0.584494,0.802159,0.761878
-6.558887,0.486236,0.794824,0.763969
-6.543795,0.387553,0.788870,0.781490
-6.528707,0.288869,0.795495,0.811014
-6.511969,0.190448,0.787480,0.846619
-6.495458,0.091988,0.784953,0.851020
-6.478050,-0.006316,0.786060,0.861515
-6.455627,-0.103572,0.790012,0.878270
-6.429208,-0.199837,0.791043,0.901865
-6.398014,-0.294655,0.794756,0.930918
-6.358979,-0.386468,0.807688,0.961682
-6.310236,-0.473546,0.831736,0.991560
-6.251187,-0.553889,0.877609,1.018830
-6.181576,-0.625390,0.941245,1.041933
-6.105167,-0.689573,0.996931,1.048880
-6.020490,-0.742343,1.066604,1.048954
