x_m,y_m,w_tr_right_m,w_tr_left_m
0.851134,-0.666017,1.498751,1.318175
0.939509,-0.620196,1.468681,1.333422
1.013334,-0.553479,1.463659,1.330592
1.068140,-0.470302,1.483736,1.310060
1.100645,-0.376155,1.420939,1.266195
1.114275,-0.277416,1.333420,1.210747
1.112831,-0.177686,1.256657,1.148408
1.100443,-0.078674,1.191398,1.082727
1.079899,0.019004,1.137340,1.015992
1.052422,0.114965,1.089161,0.949374
1.021407,0.209852,1.043611,0.881470
0.988161,0.303986,1.000283,0.814893
0.956881,0.398780,0.955160,0.752739
0.928958,0.494615,0.907028,0.697089
0.907130,0.592007,0.857972,0.657932
0.891357,0.690552,0.812498,0.638342
0.880235,0.789751,0.768588,0.638731
0.873697,0.889360,0.721130,0.654200
0.868141,0.989023,0.675458,0.663994
0.862721,1.088692,0.642043,0.688406
0.854580,1.188191,0.625705,0.721452
0.846312,1.287652,0.625208,0.756455
0.836396,1.386982,0.640642,0.801002
0.819230,1.485323,0.664622,0.848843
0.797010,1.582618,0.706683,0.900992
0.769853,1.678682,0.763705,0.949326
0.739267,1.773694,0.831421,0.994706
0.704766,1.867373,0.907723,1.041335
0.670018,1.960963,0.988377,1.094889
0.636353,2.054946,1.071658,1.155499
0.604876,2.149683,1.156403,1.200935
0.577671,2.245717,1.241182,1.249809
0.557156,2.343361,1.324551,1.305290
0.547510,2.442662,1.401442,1.373975
0.555056,2.541813,1.466638,1.456487
0.600017,2.629508,1.497012,1.553627
0.683437,2.681644,1.475172,1.588440
0.781753,2.695596,1.420695,1.506164
0.881021,2.687160,1.352673,1.441441
0.978691,2.666730,1.279654,1.377791
1.073958,2.637017,1.203692,1.317848
1.167059,2.601040,1.126879,1.267896
1.258786,2.561642,1.051365,1.227447
1.349875,2.520784,0.979061,1.191950
1.441096,2.480223,0.909177,1.156189
1.533315,2.442043,0.842806,1.118101
1.628280,2.411333,0.790376,1.072950
1.725001,2.386740,0.753638,1.022514
1.822098,2.363542,0.730226,0.969971
1.919463,2.341608,0.708174,0.916157
2.017392,2.322234,0.701925,0.860341
2.115940,2.306300,0.713247,0.806629
2.214470,2.290347,0.737997,0.762289
2.312843,2.273358,0.763334,0.730006
2.411269,2.256655,0.799728,0.707652
2.509654,2.239713,0.846188,0.688788
2.607208,2.218611,0.897868,0.688356
2.704288,2.195352,0.932464,0.696082
2.800505,2.168747,0.968438,0.716053
2.895654,2.138562,1.009710,0.752323
2.990858,2.108523,1.055920,0.799356
3.086165,2.078849,1.102571,0.848685
3.182929,2.054344,1.141118,0.899090
3.281164,2.036711,1.184072,0.951604
3.380636,2.028918,1.241779,1.003260
3.480226,2.034225,1.313919,1.050989
3.577703,2.055253,1.286483,1.092086
