x_m,y_m,w_tr_right_m,w_tr_left_m
2.735013,-3.255217,1.619443,1.332888
2.834593,-3.261263,1.619750,1.293942
2.934201,-3.255807,1.565288,1.250904
3.033118,-3.242632,1.504752,1.207329
3.130596,-3.221235,1.455780,1.162904
3.226797,-3.194662,1.417095,1.120625
3.321213,-3.162253,1.390418,1.080146
3.415723,-3.130105,1.352728,1.047911
3.508941,-3.094388,1.322681,0.990733
3.603615,-3.062772,1.295381,0.940886
3.699139,-3.033915,1.254709,0.902099
3.795857,-3.009187,1.213320,0.877234
3.892579,-2.984505,1.178911,0.852416
3.989508,-2.960639,1.144762,0.828426
4.086446,-2.936824,1.109381,0.804492
4.183409,-2.913134,1.066237,0.791417
4.279705,-2.886826,1.024424,0.788125
4.375301,-2.858073,0.993380,0.788682
4.470019,-2.826544,0.967263,0.781638
4.563576,-2.791718,0.936075,0.783816
4.656171,-2.754468,0.914112,0.791773
4.746267,-2.711503,0.888184,0.798617
4.835382,-2.666537,0.875185,0.815515
4.921878,-2.616726,0.859001,0.805918
5.007364,-2.565171,0.843206,0.805444
5.091183,-2.510962,0.836917,0.812334
5.173340,-2.454272,0.831663,0.807123
5.253431,-2.394680,0.826706,0.810671
5.333125,-2.334564,0.834410,0.803505
5.411187,-2.272343,0.827981,0.804971
5.489016,-2.209826,0.828160,0.810695
5.566687,-2.147115,0.836067,0.821292
5.643734,-2.083639,0.832555,0.811144
5.721896,-2.021542,0.821669,0.814187
5.800281,-1.959727,0.822477,0.808199
5.879026,-1.898371,0.833916,0.801592
5.958796,-1.838351,0.833826,0.809041
6.038351,-1.778047,0.839323,0.814128
6.117976,-1.717836,0.825627,0.810345
6.196656,-1.656393,0.816757,0.817268
6.275580,-1.595265,0.819636,0.825824
6.353673,-1.533077,0.829532,0.828374
6.430838,-1.469750,0.836530,0.822141
6.508098,-1.406540,0.840305,0.825303
6.584002,-1.341706,0.838782,0.829456
6.657877,-1.274564,0.852101,0.834209
6.730382,-1.205949,0.867460,0.842579
6.801398,-1.135792,0.874848,0.851561
6.869412,-1.062733,0.897429,0.867898
6.935360,-0.987793,0.932805,0.885163
6.996181,-0.908649,0.964197,0.893332
7.053393,-0.826865,1.000589,0.901623
7.106918,-0.742598,1.039390,0.912596
7.158875,-0.657360,1.081084,0.927948
7.208480,-0.570735,1.124717,0.940641
7.258373,-0.484268,1.167887,0.957002
7.308187,-0.397757,1.212066,0.966725
7.359584,-0.312184,1.253042,0.988244
7.412422,-0.227493,1.294540,1.020706
7.468449,-0.144872,1.330113,1.063900
7.528285,-0.064993,1.363816,1.098736
7.592103,0.011767,1.390196,1.143262
7.658930,0.085873,1.414928,1.197793
7.731367,0.154535,1.430164,1.263802
7.807700,0.218864,1.440928,1.296656
7.888938,0.276820,1.443051,1.220417
7.973054,0.330549,1.440017,1.151495
8.059659,0.380182,1.431548,1.091222
8.149205,0.424251,1.418602,1.042603
8.241303,0.462707,1.396745,1.004263
8.334931,0.497297,1.354762,0.969822
8.430265,0.526872,1.308039,0.942566
8.526573,0.553147,1.258373,0.928751
8.623213,0.578177,1.211350,0.926845
8.720049,0.602437,1.170232,0.932100
8.817387,0.624590,1.134360,0.934610
8.913461,0.651561,1.111234,0.942763
9.008673,0.681543,1.092088,0.958215
9.101584,0.717875,1.071046,0.968563
9.192168,0.759797,1.065070,0.964749
9.281106,0.805135,1.072200,0.965835
9.368373,0.853572,1.063281,0.973687
9.452694,0.907007,1.031938,0.977408
9.535131,0.963289,1.012903,0.977166
9.615677,1.022246,0.997595,0.983823
9.694860,1.083027,0.984553,0.986121
9.771948,1.146446,0.974871,0.978206
9.848826,1.210130,0.965525,0.967212
9.925044,1.274596,0.961046,0.959002
10.000750,1.339665,0.962939,0.945244
10.076609,1.404555,0.974871,0.937565
10.154037,1.467563,0.967451,0.925487
10.232093,1.529792,0.956312,0.922407
10.310361,1.591750,0.944835,0.910612
10.389395,1.652730,0.932123,0.910331
10.468837,1.713184,0.929347,0.917496
10.548196,1.773748,0.937393,0.908933
10.627396,1.834512,0.928427,0.900051
10.708138,1.893217,0.924764,0.903948
10.788050,1.953046,0.932337,0.907668
10.866882,2.014291,0.922395,0.913557
10.944699,2.076821,0.924837,0.904211
11.022372,2.139530,0.933599,0.905606
11.098584,2.204005,0.925308,0.913919
11.174545,2.268778,0.921210,0.912725
11.249601,2.334596,0.929112,0.900442
11.323326,2.401900,0.939601,0.897148
11.394946,2.471425,0.940084,0.898633
11.466033,2.541512,0.939377,0.899345
11.537157,2.611562,0.938618,0.900108
11.608071,2.681821,0.938155,0.903759
11.679877,2.751169,0.936417,0.919561
11.750513,2.821708,0.920200,0.937310
11.822522,2.890849,0.903185,0.924941
11.893752,2.960787,0.879806,0.903839
11.964405,3.031313,0.865676,0.887877
12.035383,3.101510,0.862475,0.873883
12.104891,3.173163,0.843233,0.869106
12.173573,3.245608,0.832942,0.865623
12.239553,3.320519,0.838193,0.827765
12.305169,3.395753,0.844826,0.796654
12.368307,3.473077,0.831461,0.774001
12.429656,3.551813,0.832247,0.761550
12.487954,3.632849,0.848380,0.745412
12.542197,3.716583,0.869326,0.737336
12.591223,3.803536,0.892013,0.736598
12.635065,3.893194,0.903425,0.736411
12.674886,3.984709,0.929755,0.739896
12.707149,4.079137,0.972994,0.740195
12.733366,4.175447,1.022117,0.743678
12.756692,4.272512,1.074011,0.745928
12.779988,4.369584,1.126148,0.760417
12.806434,4.465831,1.175637,0.790449
12.839317,4.560061,1.219206,0.837329
12.877148,4.652415,1.257954,0.897116
12.919015,4.743020,1.292595,0.966663
12.967915,4.830022,1.319654,1.045977
13.020578,4.914783,1.342437,1.130829
13.078899,4.995796,1.343136,1.220975
13.140758,5.074126,1.340881,1.268693
13.207619,5.148236,1.339510,1.249106
13.278362,5.218626,1.339264,1.242658
13.353047,5.284860,1.333300,1.248641
13.431573,5.346463,1.321364,1.169863
13.513484,5.403495,1.303831,1.093425
13.598055,5.456476,1.281593,1.024577
13.685742,5.504166,1.253479,0.966173
13.775533,5.547763,1.220827,0.919065
13.866377,5.589152,1.185646,0.877650
13.958215,5.628284,1.148163,0.843317
14.049379,5.668963,1.112300,0.818116
14.140977,5.708649,1.075451,0.805677
14.232960,5.747437,1.037731,0.806485
14.324425,5.787418,1.001270,0.801432
14.414127,5.831187,0.951778,0.798625
14.501331,5.879740,0.910554,0.802880
14.585328,5.933609,0.884821,0.813268
14.664188,5.994780,0.872306,0.825809
14.737516,6.062475,0.868321,0.829801
14.806691,6.134413,0.870273,0.827861
14.870445,6.211192,0.879479,0.819619
14.929607,6.291574,0.877980,0.817656
14.983028,6.375884,0.884916,0.820911
15.032479,6.462584,0.907380,0.831604
15.078640,6.551095,0.937271,0.838841
15.119657,6.642078,0.962875,0.825011
15.156660,6.734788,0.988530,0.813265
15.191036,6.828507,1.023628,0.810875
15.223090,6.923048,1.062821,0.818276
15.252858,7.018333,1.109332,0.825517
15.282933,7.113520,1.139676,0.832324
15.312965,7.208721,1.156122,0.850824
15.338142,7.305312,1.180058,0.869952
15.362469,7.402090,1.195509,0.893747
15.382592,7.499857,1.223095,0.923717
15.396561,7.598673,1.263697,0.957448
15.403387,7.698237,1.308542,0.985461
15.405503,7.798024,1.346607,0.998689
15.399311,7.897594,1.378037,1.013456
15.385163,7.996379,1.348175,1.029914
15.361801,8.093383,1.295373,1.046518
15.330072,8.187960,1.250728,1.063770
15.290670,8.279654,1.209307,1.066296
15.242973,8.367307,1.163473,1.058822
15.189374,8.451495,1.131130,1.053886
15.129788,8.531568,1.110760,1.051125
15.065917,8.608260,1.082301,1.052379
14.999320,8.682625,1.066037,1.057879
14.929460,8.753918,1.063456,1.058898
14.856964,8.822541,1.049949,1.056167
14.783923,8.890590,1.043379,1.054212
14.709710,8.957357,1.031606,1.059956
14.634043,9.022448,1.020684,1.072796
14.556912,9.085804,1.021732,1.065179
14.477630,9.146464,1.034929,1.053032
14.396973,9.205278,1.050415,1.040285
14.314480,9.261487,1.069061,1.033845
14.230820,9.315953,1.089781,1.034928
14.146841,9.369926,1.111082,1.045004
14.063479,9.424848,1.131241,1.045381
13.982199,9.482786,1.147665,1.052528
13.901365,9.541355,1.162509,1.069743
13.821527,9.601286,1.152514,1.094503
13.743644,9.663727,1.139263,1.121540
13.665445,9.725769,1.135182,1.132304
13.588068,9.788842,1.138548,1.148858
13.511750,9.853195,1.147018,1.175285
13.435457,9.917577,1.146801,1.174553
13.358539,9.981211,1.141627,1.151558
13.281842,10.045109,1.143951,1.129531
13.204077,10.107702,1.149025,1.113840
13.123499,10.166629,1.164351,1.098540
13.039939,10.221169,1.184904,1.081704
12.953787,10.271582,1.210230,1.069046
12.864670,10.316502,1.241581,1.059388
12.771034,10.351018,1.283610,1.047745
12.673797,10.373112,1.337056,1.032619
12.574558,10.382578,1.293643,1.001499
12.474819,10.378666,1.233995,0.961849
12.375672,10.367443,1.178393,0.924255
12.277441,10.349719,1.134793,0.889899
12.180059,10.327776,1.097354,0.861540
12.083360,10.302989,1.051557,0.841203
11.987314,10.275851,1.015865,0.829984
11.892646,10.244217,0.991280,0.825992
11.799459,10.208419,0.964286,0.827288
11.708423,10.167523,0.946055,0.826340
11.619722,10.121767,0.920019,0.832035
11.534722,10.069470,0.901974,0.842129
11.455589,10.008697,0.904282,0.853659
11.380679,9.942726,0.924046,0.859957
11.309146,9.873118,0.940727,0.861309
11.240101,9.801026,0.951608,0.859148
11.174314,9.725967,0.975001,0.862612
11.113664,9.646680,1.000212,0.870938
11.056471,9.564876,1.024972,0.886283
11.001887,9.481296,1.060126,0.909343
10.951187,9.395344,1.098576,0.938206
10.904222,9.307254,1.126549,0.972545
10.859441,9.218043,1.095718,1.013390
10.818138,9.127160,1.068408,1.051680
10.777925,9.035791,1.051101,1.091974
10.738056,8.944269,1.018304,1.120938
10.699015,8.852397,0.979217,1.105236
10.663842,8.758979,0.944054,1.094193
10.631066,8.664700,0.911325,1.071529
10.603348,8.568796,0.883667,1.045271
10.581511,8.471407,0.861879,1.022088
10.567006,8.372666,0.847403,1.000900
10.555812,8.273467,0.836229,0.986040
10.544606,8.174270,0.825044,0.981175
10.531570,8.075299,0.815622,0.981579
10.514620,7.976933,0.814408,0.973916
10.496827,7.878703,0.824513,0.977302
10.481033,7.780135,0.811247,0.988789
10.469233,7.681039,0.799453,0.975966
10.458410,7.581804,0.788636,0.954703
10.448324,7.482487,0.784052,0.933116
10.440286,7.382986,0.794155,0.910115
10.431430,7.283555,0.811729,0.895198
10.426304,7.183871,0.806600,0.864075
10.419101,7.084312,0.799391,0.838347
10.411228,6.984794,0.799251,0.806431
10.403920,6.885234,0.812041,0.785423
10.398932,6.785550,0.829735,0.774453
10.391147,6.686026,0.831752,0.779057
10.382543,6.586569,0.844826,0.787640
10.376117,6.486954,0.869531,0.794051
10.365907,6.387670,0.882353,0.804235
10.352965,6.288686,0.899392,0.817143
10.338621,6.189894,0.909472,0.831450
10.324354,6.091098,0.923977,0.845683
10.313688,5.991846,0.939048,0.856329
10.303631,5.892529,0.940039,0.843134
10.293593,5.793211,0.942054,0.839433
10.283149,5.693934,0.948754,0.838950
10.268936,5.595142,0.957473,0.851656
10.251959,5.496768,0.958800,0.868551
10.232725,5.398822,0.963895,0.887690
10.212211,5.301125,0.952889,0.908110
10.189914,5.203835,0.950451,0.915054
10.161721,5.108080,0.952396,0.921296
10.129486,5.013607,0.943211,0.942292
10.093831,4.920371,0.938732,0.976500
10.055015,4.828403,0.940964,1.015073
10.010340,4.739177,0.938000,1.048698
9.960855,4.652496,0.940205,1.022582
9.907440,4.568167,0.948396,1.000871
9.849668,4.486797,0.947608,0.984195
9.787002,4.409098,0.945427,0.983592
9.720539,4.334644,0.945054,0.974446
9.650441,4.263579,0.943672,0.966276
9.577671,4.195248,0.940529,0.969419
9.501391,4.130876,0.932096,0.965162
9.422222,4.070096,0.919068,0.961579
9.340506,4.012769,0.910278,0.972576
9.255563,3.960347,0.906524,0.980695
9.168028,3.912444,0.908536,0.993598
9.077080,3.871359,0.911491,1.023438
8.983933,3.835558,0.906095,1.048800
8.888015,3.808064,0.898607,1.083372
8.790440,3.787115,0.895420,1.117505
8.691708,3.772616,0.895147,1.163701
8.592099,3.766356,0.879896,1.211995
8.492325,3.763164,0.872753,1.266701
