x_m,y_m,w_tr_right_m,w_tr_left_m
3.412925,10.920314,0.877566,0.851464
3.379927,11.014613,0.883016,0.866953
3.348167,11.109350,0.880368,0.886231
3.317657,11.204491,0.874372,0.886089
3.286981,11.299579,0.876530,0.874829
3.256863,11.394844,0.871785,0.875492
3.226558,11.490056,0.878645,0.886325
3.195103,11.584894,0.877672,0.887340
3.162955,11.679482,0.877533,0.898795
3.127638,11.772947,0.871575,0.917762
3.087788,11.864536,0.881393,0.942285
3.042798,11.953735,0.888837,0.971180
2.990354,12.038718,0.903927,0.994119
2.930092,12.118275,0.938452,1.007739
2.859030,12.188383,0.974627,1.007063
2.777135,12.245198,1.028104,0.996183
2.686281,12.286272,1.101151,0.977125
2.589241,12.309186,1.188503,0.949011
2.489512,12.314110,1.175283,0.913018
2.389860,12.307844,1.090345,0.876073
2.291783,12.289272,1.016140,0.836272
2.195699,12.261931,0.953572,0.789081
2.101920,12.227509,0.904292,0.745286
2.010811,12.186614,0.860896,0.704880
1.921972,12.140889,0.825552,0.659760
1.834240,12.093084,0.776900,0.625165
1.748482,12.041817,0.742424,0.601317
1.662804,11.990408,0.716845,0.593385
1.577122,11.939009,0.669375,0.595212
1.492437,11.885984,0.636047,0.576486
1.409662,11.830026,0.617181,0.550848
1.327877,11.772643,0.565162,0.533563
1.246722,11.714355,0.522355,0.506695
1.165385,11.656320,0.495948,0.499067
1.084664,11.597439,0.471132,0.499503
1.004127,11.538301,0.439444,0.474426
0.923019,11.479958,0.413991,0.451108
0.840867,11.423084,0.396090,0.432184
0.755414,11.371320,0.372233,0.397529
0.668453,11.322139,0.359614,0.365642
0.579571,11.276521,0.346775,0.363640
0.487642,11.237462,0.329161,0.356107
0.393562,11.203828,0.309963,0.345226
0.298121,11.174275,0.311136,0.344149
0.200754,11.151946,0.306006,0.348804
0.102452,11.134089,0.299691,0.356315
0.003654,11.119182,0.322209,0.371984
-0.095499,11.106885,0.342886,0.414268
-0.194930,11.097048,0.385881,0.425903
-0.294585,11.089992,0.404219,0.453140
-0.394236,11.082896,0.444832,0.477168
-0.494129,11.081033,0.498224,0.510631
-0.594012,11.082869,0.549406,0.552950
-0.693851,11.086741,0.586527,0.576770
-0.793482,11.094185,0.629225,0.618849
-0.893097,11.101928,0.683722,0.673480
-0.992187,11.114546,0.743970,0.731211
-1.090614,11.131712,0.800853,0.791084
-1.188696,11.150778,0.856607,0.859803
-1.287159,11.167642,0.914552,0.932705
-1.386266,11.180294,0.967237,0.995636
-1.485915,11.187390,1.016965,1.058108
-1.585765,11.185515,1.080634,1.119327
-1.684402,11.170388,1.158142,1.175559
-1.778072,11.136418,1.248288,1.217803
-1.857819,11.076888,1.247792,1.232109
-1.916460,10.996605,1.163708,1.219960
-1.951593,10.903386,1.093328,1.189239
-1.968906,10.805047,1.043137,1.148398
-1.973441,10.705299,1.012581,1.096651
-1.967363,10.605593,0.988172,1.034346
-1.954308,10.506542,0.975677,0.972465
-1.939390,10.407750,0.953307,0.915710
-1.921125,10.309520,0.937832,0.863779
-1.901461,10.211556,0.916824,0.817846
-1.885001,10.113027,0.891002,0.765943
-1.870727,10.014137,0.873673,0.726238
-1.857122,9.915153,0.844257,0.699332
-1.845758,9.815887,0.814722,0.688313
-1.835722,9.716474,0.795379,0.689230
-1.825072,9.617125,0.780463,0.693882
-1.812197,9.518044,0.765263,0.710479
-1.795323,9.419580,0.748190,0.736499
-1.769916,9.322972,0.735144,0.745757
-1.737021,9.228653,0.741862,0.751382
-1.696966,9.137190,0.746225,0.756032
-1.645946,9.051337,0.775501,0.761537
-1.588248,8.969785,0.790970,0.759451
-1.525482,8.892054,0.743238,0.752160
-1.456674,8.819674,0.708197,0.750037
-1.382823,8.752380,0.686733,0.745400
-1.306539,8.687863,0.673071,0.737074
-1.228395,8.625612,0.649654,0.725826
-1.147815,8.566536,0.641206,0.710602
-1.065776,8.509505,0.650712,0.692895
-0.983273,8.453145,0.648503,0.683151
-0.899829,8.398185,0.660543,0.686257
-0.816396,8.343208,0.674111,0.671780
-0.733252,8.287794,0.683115,0.662624
-0.650468,8.231856,0.682541,0.669075
-0.569687,8.173051,0.684135,0.671905
-0.487438,8.116336,0.684112,0.681049
-0.404847,8.060112,0.669857,0.686927
-0.322882,8.002992,0.657598,0.684688
-0.239767,7.947540,0.662410,0.683656
-0.157142,7.891354,0.647468,0.667391
-0.073638,7.836500,0.640805,0.664290
0.009777,7.781501,0.649456,0.663548
0.092353,7.725254,0.658942,0.663817
0.176153,7.670836,0.662967,0.660864
0.259698,7.616041,0.673541,0.661108
0.342038,7.559438,0.691777,0.659252
0.425420,7.504384,0.711858,0.661521
0.509507,7.450416,0.727858,0.677398
0.593229,7.395880,0.726555,0.666260
0.677029,7.341465,0.730827,0.656268
0.761002,7.287315,0.731533,0.661079
0.844494,7.232436,0.744891,0.681522
0.926291,7.175053,0.762160,0.695497
