x_m,y_m
15.491800,-8.482800
15.441800,-8.482800
15.391800,-8.482800
15.341800,-8.482800
15.291800,-8.482800
15.241800,-8.482800
15.191800,-8.482800
15.141800,-8.482800
15.091800,-8.482800
15.041800,-8.482800
14.991800,-8.482800
14.941800,-8.482800
14.891800,-8.482800
14.841800,-8.482800
14.791800,-8.482800
14.741800,-8.482800
14.691800,-8.482800
14.641800,-8.482800
14.591800,-8.482800
14.541800,-8.482800
14.491800,-8.482800
14.441800,-8.482800
14.391800,-8.482800
14.341800,-8.482800
14.291800,-8.482800
14.241800,-8.482800
14.191800,-8.482800
14.141800,-8.482800
14.091800,-8.482800
14.041800,-8.482800
13.991800,-8.482800
13.941800,-8.482800
13.891800,-8.482800
13.841800,-8.482800
13.791800,-8.482800
13.741800,-8.482800
13.691800,-8.482800
13.641800,-8.482800
13.591800,-8.482800
13.541800,-8.482800
13.491800,-8.482800
13.441800,-8.482800
13.391800,-8.482800
13.341800,-8.482800
13.291800,-8.482800
13.241800,-8.482800
13.191800,-8.482800
13.141800,-8.482800
13.091800,-8.482800
13.041800,-8.482800
12.991800,-8.482800
12.941800,-8.482800
12.891800,-8.482800
12.841800,-8.482800
12.791800,-8.482800
12.741800,-8.482800
12.691800,-8.482800
12.641800,-8.482800
12.591800,-8.482800
12.541800,-8.482800
12.491800,-8.482800
12.441800,-8.482800
12.391800,-8.482800
12.341800,-8.482800
12.291800,-8.482800
12.241800,-8.482800
12.191800,-8.482800
12.141800,-8.482800
12.091800,-8.482800
12.041800,-8.482800
11.991800,-8.482800
11.941800,-8.482800
11.891800,-8.482800
11.841800,-8.482800
11.791800,-8.482800
11.741800,-8.482800
11.691800,-8.482800
11.641800,-8.482800
11.591800,-8.482800
11.541800,-8.482800
11.491800,-8.482800
11.441800,-8.482800
11.391800,-8.482800
11.341800,-8.482800
11.291800,-8.482800
11.241800,-8.482800
11.191800,-8.482800
11.141800,-8.482800
11.091800,-8.482800
11.041800,-8.482800
10.991800,-8.482800
10.941800,-8.482800
10.891800,-8.482800
10.841800,-8.482800
10.791800,-8.482800
10.741800,-8.482800
10.691800,-8.482800
10.641800,-8.482800
10.591800,-8.482800
10.541800,-8.482800
10.491800,-8.482800
10.441800,-8.482800
10.391800,-8.482800
10.341800,-8.482800
10.291800,-8.482800
10.241800,-8.482800
10.191800,-8.482800
10.141800,-8.482800
10.091800,-8.482800
10.041800,-8.482800
9.991800,-8.482800
9.941800,-8.482800
9.891800,-8.482800
9.841800,-8.482800
9.791800,-8.482800
9.741800,-8.482800
9.691800,-8.482800
9.641800,-8.482800
9.591800,-8.482800
9.541800,-8.482800
9.491800,-8.482800
9.441800,-8.482800
9.391800,-8.482800
9.341800,-8.482800
9.291800,-8.482800
9.241800,-8.482800
9.191800,-8.482800
9.141800,-8.482800
9.091800,-8.482800
9.041800,-8.482800
8.991800,-8.482800
8.941800,-8.482800
8.891800,-8.482800
8.841800,-8.482800
8.791800,-8.482800
8.741800,-8.482800
8.691800,-8.482800
8.641800,-8.482800
8.591800,-8.482800
8.541800,-8.482800
8.491800,-8.482800
8.441800,-8.482800
8.391800,-8.482800
8.341800,-8.482800
8.291800,-8.482800
8.241800,-8.482800
8.191800,-8.482800
8.141800,-8.482800
8.091800,-8.482800
8.041800,-8.482800
7.991800,-8.482800
7.941800,-8.482800
7.891800,-8.482800
7.841800,-8.482800
7.791800,-8.482800
7.741800,-8.482800
7.691800,-8.482800
7.641800,-8.482800
7.591800,-8.482800
7.541800,-8.482800
7.491800,-8.482800
7.441800,-8.482800
7.391800,-8.482800
7.341800,-8.482800
7.291800,-8.482800
7.241800,-8.482800
7.191800,-8.482800
7.141800,-8.482800
7.091800,-8.482800
7.041800,-8.482800
6.991800,-8.482800
6.941800,-8.482800
6.891800,-8.482800
6.841800,-8.482800
6.791800,-8.482800
6.741800,-8.482800
6.691800,-8.482800
6.641800,-8.482800
6.591800,-8.482800
6.541800,-8.482800
6.491800,-8.482800
6.441800,-8.482800
6.391800,-8.482800
6.341800,-8.482800
6.291800,-8.482800
6.241800,-8.482800
6.191800,-8.482800
6.141800,-8.482800
6.091800,-8.482800
6.041800,-8.482800
5.991800,-8.482800
5.941800,-8.482800
5.891800,-8.482800
5.841800,-8.482800
5.791800,-8.482800
5.741800,-8.482800
5.691800,-8.482800
5.641800,-8.482800
5.591800,-8.482800
5.541800,-8.482800
5.491800,-8.482800
5.441800,-8.482800
5.391800,-8.482800
5.341800,-8.482800
5.291800,-8.482800
5.241800,-8.482800
5.191800,-8.482800
5.141800,-8.482800
5.091800,-8.482800
5.041800,-8.482800
4.991800,-8.482800
4.941800,-8.482800
4.891800,-8.482800
4.841800,-8.482800
4.791800,-8.482800
4.741800,-8.482800
4.691800,-8.482800
4.641800,-8.482800
4.591800,-8.482800
4.541800,-8.482800
4.491800,-8.482800
4.441800,-8.482800
4.391800,-8.482800
4.341800,-8.482800
4.291800,-8.482800
4.241800,-8.482800
4.191800,-8.482800
4.141800,-8.482800
4.091800,-8.482800
4.041800,-8.482800
3.991800,-8.482800
3.941800,-8.482800
3.891800,-8.482800
3.841800,-8.482800
3.791800,-8.482800
3.741800,-8.482800
3.691800,-8.482800
3.641800,-8.482800
3.591800,-8.482800
3.541800,-8.482800
3.491800,-8.482800
3.441800,-8.482800
3.391800,-8.482800
3.341800,-8.482800
3.291800,-8.482800
3.241800,-8.482800
3.191800,-8.482800
3.141800,-8.482800
3.091800,-8.482800
3.041800,-8.482800
2.991800,-8.482800
2.941800,-8.482800
2.891800,-8.482800
2.841800,-8.482800
2.791800,-8.482800
2.741800,-8.482800
2.691800,-8.482800
2.641800,-8.482800
2.591800,-8.482800
2.541800,-8.482800
2.491800,-8.482800
2.441800,-8.482800
2.391800,-8.482800
2.341800,-8.482800
2.291800,-8.482800
2.241800,-8.482800
2.191800,-8.482800
2.141800,-8.482800
2.091800,-8.482800
2.041800,-8.482800
1.991800,-8.482800
1.941800,-8.482800
1.891800,-8.482800
1.841800,-8.482800
1.791800,-8.482800
1.741800,-8.482800
1.691800,-8.482800
1.641800,-8.482800
1.591800,-8.482800
1.541800,-8.482800
1.491800,-8.482800
1.441800,-8.482800
1.391800,-8.482800
1.341800,-8.482800
1.291800,-8.482800
1.241800,-8.482800
1.191800,-8.482800
1.141800,-8.482800
1.091800,-8.482800
1.041800,-8.482800
0.991800,-8.482800
0.941800,-8.482800
0.891800,-8.482800
0.841800,-8.482800
0.791800,-8.482800
0.741800,-8.482800
0.691800,-8.482800
0.641800,-8.482800
0.591800,-8.482800
0.541800,-8.482800
0.491800,-8.482800
0.441800,-8.482800
0.391800,-8.482800
0.341800,-8.482800
0.291800,-8.482800
0.241800,-8.482800
0.191800,-8.482800
0.141800,-8.482800
0.091800,-8.482800
0.041800,-8.482800
-0.008200,-8.482800
-0.058200,-8.482800
-0.108200,-8.482800
-0.158200,-8.482800
-0.208200,-8.482800
-0.258200,-8.482800
-0.308200,-8.482800
-0.358200,-8.482800
-0.408200,-8.482800
-0.458200,-8.482800
-0.508200,-8.482800
-0.558200,-8.482800
-0.608200,-8.482800
-0.658200,-8.482800
-0.708200,-8.482800
-0.758200,-8.482800
-0.808200,-8.482800
-0.858200,-8.482800
-0.908200,-8.482800
-0.958200,-8.482800
-1.008200,-8.482800
-1.058200,-8.482800
-1.108200,-8.482800
-1.158200,-8.482800
-1.208200,-8.482800
-1.258200,-8.482800
-1.308200,-8.482800
-1.358200,-8.482800
-1.408200,-8.482800
-1.458200,-8.482800
-1.508200,-8.482800
-1.558200,-8.482800
-1.608200,-8.482800
-1.658200,-8.482800
-1.708200,-8.482800
-1.758200,-8.482800
-1.808200,-8.482800
-1.858200,-8.482800
-1.908200,-8.482800
-1.958200,-8.482800
-2.008200,-8.482800
-2.058200,-8.482800
-2.108200,-8.482800
-2.158200,-8.482800
-2.208200,-8.482800
-2.258200,-8.482800
-2.308200,-8.482800
-2.358200,-8.482800
-2.408200,-8.482800
-2.458200,-8.482800
-2.508200,-8.482800
-2.558200,-8.482800
-2.608200,-8.482800
-2.658200,-8.482800
-2.708200,-8.482800
-2.758200,-8.482800
-2.808200,-8.482800
-2.858200,-8.482800
-2.908200,-8.482800
-2.958200,-8.482800
-3.008200,-8.482800
-3.058200,-8.482800
-3.108200,-8.482800
-3.158200,-8.482800
-3.208200,-8.482800
-3.258200,-8.482800
-3.308200,-8.482800
-3.358200,-8.482800
-3.408200,-8.482800
-3.458200,-8.482800
-3.508200,-8.482800
-3.558200,-8.482800
-3.608200,-8.482800
-3.658200,-8.482800
-3.708200,-8.482800
-3.758200,-8.482800
-3.808200,-8.482800
-3.858200,-8.482800
-3.908200,-8.482800
-3.958200,-8.482800
-4.008200,-8.482800
-4.058200,-8.482800
-4.108200,-8.482800
-4.158200,-8.482800
-4.208200,-8.482800
-4.258200,-8.482800
-4.308200,-8.482800
-4.358200,-8.482800
-4.408200,-8.482800
-4.458200,-8.482800
-4.508200,-8.482800
-4.558200,-8.482800
-4.608200,-8.482800
-4.658200,-8.482800
-4.708200,-8.482800
-4.758200,-8.482800
-4.808200,-8.482800
-4.858200,-8.482800
-4.908200,-8.482800
-4.958200,-8.482800
-5.008200,-8.482800
-5.058200,-8.482800
-5.108200,-8.482800
-5.158200,-8.482800
-5.208200,-8.482800
-5.258200,-8.482800
-5.308200,-8.482800
-5.358200,-8.482800
-5.408200,-8.482800
-5.458200,-8.482800
-5.508200,-8.482800
-5.558200,-8.482800
-5.608200,-8.482800
-5.658200,-8.482800
